,gte,rumodernbert,bge,minilm
gte,1.0,0.9209239217137324,0.934031012679641,0.9179152438406972
rumodernbert,0.9209239217137324,1.0,0.9350086003773497,0.9207508886347633
bge,0.934031012679641,0.9350086003773497,1.0,0.9388303644679842
minilm,0.9179152438406972,0.9207508886347633,0.9388303644679842,1.0
