generation_rule_id,source_rule_id,generation_tier,label,concept,relation,semantic_family,attribute_key,anchor_hint,allowed_categories,generation_action,required_postcondition,selection_reason,category,attribute_key_source,observed_attribute_key_support,forbidden_source_attribute_support,top_observed_attribute_keys,parent_all_pair_support,parent_all_label0,parent_all_label1,parent_all_occurrence_target_probability,parent_singleton_support,parent_singleton_label0,parent_singleton_label1,parent_singleton_target_probability,non_identifier_all_support,non_identifier_all_target_support,non_identifier_all_target_probability,non_identifier_singleton_support,non_identifier_singleton_target_support,non_identifier_singleton_target_probability,non_identifier_split_statistics,parent_discovery_singleton_support,parent_validation_singleton_support,parent_example_pair_ids,parent_example_value_pairs,anchor_profiles,allowed_product_types,allowed_anchor_context_keys,source_examples,profile_diagnostics,semantic_review_required,mutation_mode,forbidden_anchor_attribute_patterns,target_value_pattern,forbidden_target_value_pattern,singleton_support,singleton_target_support,singleton_target_probability,discovery_singleton_support,discovery_singleton_target_support,discovery_singleton_target_probability,validation_singleton_support,validation_singleton_target_support,validation_singleton_target_probability,target_value_domain,primary_task_safety_cap,profile_capacity_policy_version,profile_capacity_policy_sha256
gen_stat_5f860edacf7b2e08,stat_54de59afa601d232,STAT_LABEL0_MIN2_P80_SCOPED,0,color,different_value,statistical_atomic_difference,Цвет товара,"Создай товар, где характеристику «Цвет товара» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Автотовары'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_all_occurrence_and_product_type_threshold,Автотовары,override,13,0,"[{'attribute_key': 'цвет товара', 'support': 13}, {'attribute_key': 'цвет', 'support': 4}]",572,518,54,0.9055944055944056,19,16,3,0.8421052631578947,572,518,0.9055944055944056,19,16,0.8421052631578947,"{'discovery': {'support': 14, 'target_support': 13, 'target_probability': 0.9285714285714286}, 'validation': {'support': 5, 'target_support': 3, 'target_probability': 0.6}}",14,5,rp_71f58f533df975967b04ce58;rp_4caa38759a05cac587b44c5d;rp_a04152e7673a34e6dbfdc34b,bright red | серый | светло-серый,"[{'product_type': 'оплетка на руль', 'normalized_product_type': 'оплетка на руль', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'split_statistics': {'discovery': {'support': 2, 'target_support': 2, 'target_probability': 1.0}, 'validation': {'support': 0, 'target_support': 0, 'target_probability': 0.0}}, 'source_pair_ids': ['rp_12eb55ff0309839c8105035f', 'rp_3efa714fe6a2ac12865ed08a'], 'source_examples': [{'source_pair_id': 'rp_12eb55ff0309839c8105035f', 'product_type': 'оплетка на руль', 'title_a': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'title_b': 'автопилот оплетка на руль ситроен берлинго (1996 - 2002) компактвэн / citroen berlingo, искусственная кожа (высокого качества), серый', 'target_value_a': 'черный', 'target_value_b': 'серый'}, {'source_pair_id': 'rp_3efa714fe6a2ac12865ed08a', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль мазда 3 мпс (2006 - 2009) хэтчбек 5 дверей / mazda 3 mps, искусственная кожа (высокого качества), черный с красным', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'черный с красным', 'target_value_b': 'черный'}]}]",['оплетка на руль'],['Бренд'],"[{'source_pair_id': 'rp_12eb55ff0309839c8105035f', 'product_type': 'оплетка на руль', 'title_a': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'title_b': 'автопилот оплетка на руль ситроен берлинго (1996 - 2002) компактвэн / citroen berlingo, искусственная кожа (высокого качества), серый', 'target_value_a': 'черный', 'target_value_b': 'серый'}, {'source_pair_id': 'rp_3efa714fe6a2ac12865ed08a', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль мазда 3 мпс (2006 - 2009) хэтчбек 5 дверей / mazda 3 mps, искусственная кожа (высокого качества), черный с красным', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'черный с красным', 'target_value_b': 'черный'}]","{'source_singleton_pairs': 19, 'source_pairs_with_explicit_type': 5, 'observed_exact_product_types': 4, 'supported_product_type_profiles': 1}",False,independent_value,[],,,2,2,1.0,2,2,1.0,0,0,0.0,[],,profile_capacity_policy_v1,829f9c458f1a2a72f16b766dfaf3abbdbad9a1874d71feb4457eab7da52b3fee
gen_stat_cc1f5b4f49f4b3e2,stat_1253793637953c55,STAT_LABEL0_CROSS_SPLIT_MIN2_P80_SCOPED,0,material,different_value,statistical_atomic_difference,Материал,"Создай товар, где характеристику «Материал» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Новое значение должно обозначать физически другой материал, а не синоним или маркетинговое название того же материала: например, искусственная кожа, экокожа и кожзам считаются одним семейством.",['Автотовары'],"Replace this attribute with a physically different material family, never a synonym or marketing alias.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_threshold_and_product_type_scope,Автотовары,override,9,0,"[{'attribute_key': 'материал', 'support': 9}]",226,203,23,0.8982300884955752,5,5,0,1.0,226,203,0.8982300884955752,5,5,1.0,"{'discovery': {'support': 4, 'target_support': 4, 'target_probability': 1.0}, 'validation': {'support': 1, 'target_support': 1, 'target_probability': 1.0}}",4,1,rp_ed03685b97132d94817b9a01;rp_4caa38759a05cac587b44c5d;rp_d9e800ac527e271dc192453f,сетка | экокожа | искусственная кожа,"[{'product_type': 'оплетка на руль', 'normalized_product_type': 'оплетка на руль', 'singleton_pair_support': 4, 'singleton_target_support': 4, 'singleton_target_probability': 1.0, 'split_statistics': {'discovery': {'support': 3, 'target_support': 3, 'target_probability': 1.0}, 'validation': {'support': 1, 'target_support': 1, 'target_probability': 1.0}}, 'source_pair_ids': ['rp_4ce6422c4d28a0f53086d617', 'rp_4ef4788450c8a4c8d7a5ba1b', 'rp_cb403a3f861947aa053aaaca', 'rp_590499402c34f6b34c215bc4'], 'source_examples': [{'source_pair_id': 'rp_4ce6422c4d28a0f53086d617', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль мерседес-бенц глс амг (2020 - 2024) внедорожник 5 дверей / mercedes-benz gls amg, силикон, черный', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'силикон', 'target_value_b': 'искусственная кожа'}, {'source_pair_id': 'rp_4ef4788450c8a4c8d7a5ba1b', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль ниссан марч (2010 - 2013) хэтчбек 5 дверей / nissan march, силикон, черный', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'силикон', 'target_value_b': 'экокожа'}, {'source_pair_id': 'rp_cb403a3f861947aa053aaaca', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль хонда легенд (2004 - 2008) седан / honda legend, натуральная кожа (высокого качества), черный', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'натуральная кожа', 'target_value_b': 'искусственная кожа'}, {'source_pair_id': 'rp_590499402c34f6b34c215bc4', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль фольксваген каравелла (2009 - 2015) минивэн / volkswagen искусственная кожа (высокого качества) и карбон, черный', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'искусственная кожа, карбон', 'target_value_b': 'экокожа'}]}]",['оплетка на руль'],['Бренд'],"[{'source_pair_id': 'rp_4ce6422c4d28a0f53086d617', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль мерседес-бенц глс амг (2020 - 2024) внедорожник 5 дверей / mercedes-benz gls amg, силикон, черный', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'силикон', 'target_value_b': 'искусственная кожа'}, {'source_pair_id': 'rp_4ef4788450c8a4c8d7a5ba1b', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль ниссан марч (2010 - 2013) хэтчбек 5 дверей / nissan march, силикон, черный', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'силикон', 'target_value_b': 'экокожа'}, {'source_pair_id': 'rp_cb403a3f861947aa053aaaca', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль хонда легенд (2004 - 2008) седан / honda legend, натуральная кожа (высокого качества), черный', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'натуральная кожа', 'target_value_b': 'искусственная кожа'}, {'source_pair_id': 'rp_590499402c34f6b34c215bc4', 'product_type': 'оплетка на руль', 'title_a': 'автопилот оплетка на руль фольксваген каравелла (2009 - 2015) минивэн / volkswagen искусственная кожа (высокого качества) и карбон, черный', 'title_b': 'autopilot оплетка на руль, диаметр 37.39 см, 1 шт. ', 'target_value_a': 'искусственная кожа, карбон', 'target_value_b': 'экокожа'}]","{'source_singleton_pairs': 5, 'source_pairs_with_explicit_type': 4, 'observed_exact_product_types': 1, 'supported_product_type_profiles': 1}",False,independent_value,['(?:состав|ингредиент|сырье|красител|composition|ingredient)'],,,4,4,1.0,3,3,1.0,1,1,1.0,[],,profile_capacity_policy_v1,829f9c458f1a2a72f16b766dfaf3abbdbad9a1874d71feb4457eab7da52b3fee
gen_stat_4c86982e56e83f95,stat_e6eb4a85af3bf757,STAT_LABEL0_UNANIMOUS_OVERRIDE,0,flavor,different_value,statistical_atomic_difference,Вкус,"Создай товар, где характеристику «Вкус» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. В частности, не указывай состав, сырьё, конструкцию или назначение, которые верны только для исходного значения.",['Аптека'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",unanimous_singleton_override,Аптека,override,2,0,"[{'attribute_key': 'аромат/вкус', 'support': 2}, {'attribute_key': 'аромат', 'support': 1}]",9,6,3,0.6666666666666666,3,3,0,1.0,9,6,0.6666666666666666,3,3,1.0,"{'discovery': {'support': 3, 'target_support': 3, 'target_probability': 1.0}, 'validation': {'support': 0, 'target_support': 0, 'target_probability': 0.0}}",3,0,rp_3d8a84c363307236b65d7cff;rp_3da738399559e2744b99e64b;rp_42568abf1ae9015fec3396a8,без вкуса | фруктов | клубника,"[{'product_type': 'лубрикант', 'normalized_product_type': 'лубрикант', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'split_statistics': {'discovery': {'support': 2, 'target_support': 2, 'target_probability': 1.0}, 'validation': {'support': 0, 'target_support': 0, 'target_probability': 0.0}}, 'source_pair_ids': ['rp_3da738399559e2744b99e64b', 'rp_42568abf1ae9015fec3396a8'], 'source_examples': [{'source_pair_id': 'rp_3da738399559e2744b99e64b', 'product_type': 'лубрикант', 'title_a': 'интимный съедобный лубрикант juicy fruit с ароматом фруктов - 30 мл.', 'title_b': 'biomed nutrition интимный съедобный лубрикант juicy fruit с ароматом дыни - 30 мл.', 'target_value_a': 'фруктов', 'target_value_b': 'дыни'}, {'source_pair_id': 'rp_42568abf1ae9015fec3396a8', 'product_type': 'лубрикант', 'title_a': 'лубрикант с ароматом клубники wicked aqua - 3 мл.', 'title_b': 'лубрикант со вкусом кофе мокко wicked aqua mocha java - 3 мл.', 'target_value_a': 'клубника', 'target_value_b': 'кофе мокко'}]}]",['лубрикант'],['Бренд'],"[{'source_pair_id': 'rp_3da738399559e2744b99e64b', 'product_type': 'лубрикант', 'title_a': 'интимный съедобный лубрикант juicy fruit с ароматом фруктов - 30 мл.', 'title_b': 'biomed nutrition интимный съедобный лубрикант juicy fruit с ароматом дыни - 30 мл.', 'target_value_a': 'фруктов', 'target_value_b': 'дыни'}, {'source_pair_id': 'rp_42568abf1ae9015fec3396a8', 'product_type': 'лубрикант', 'title_a': 'лубрикант с ароматом клубники wicked aqua - 3 мл.', 'title_b': 'лубрикант со вкусом кофе мокко wicked aqua mocha java - 3 мл.', 'target_value_a': 'клубника', 'target_value_b': 'кофе мокко'}]","{'source_singleton_pairs': 3, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 1, 'supported_product_type_profiles': 1}",False,independent_value,['(?:состав|ингредиент|сырье|красител|composition|ingredient)'],,,2,2,1.0,2,2,1.0,0,0,0.0,[],,profile_capacity_policy_v1,829f9c458f1a2a72f16b766dfaf3abbdbad9a1874d71feb4457eab7da52b3fee
gen_stat_2006394e9f73a316,stat_0df4e05fddba5602,STAT_LABEL0_CROSS_SPLIT_MIN2_P80_SCOPED,0,optical_power,different_value,statistical_atomic_difference,Оптическая сила,"Создай товар, где характеристику «Оптическая сила» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Аптека'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_threshold_and_product_type_scope,Аптека,override,39,0,"[{'attribute_key': 'оптическая сила', 'support': 39}, {'attribute_key': 'диоптрии', 'support': 6}]",1188,1187,1,0.9991582491582491,48,48,0,1.0,1188,1187,0.9991582491582491,48,48,1.0,"{'discovery': {'support': 41, 'target_support': 41, 'target_probability': 1.0}, 'validation': {'support': 7, 'target_support': 7, 'target_probability': 1.0}}",41,7,rp_74cd0be132fadd0f21dad35e;rp_e685f396514d9431b6af86ba;rp_f29d5c7c2fb8b8086ff942c9,"+3.25 | -0,75 | -1.50","[{'product_type': 'контактные линзы', 'normalized_product_type': 'контактные линзы', 'singleton_pair_support': 17, 'singleton_target_support': 17, 'singleton_target_probability': 1.0, 'split_statistics': {'discovery': {'support': 13, 'target_support': 13, 'target_probability': 1.0}, 'validation': {'support': 4, 'target_support': 4, 'target_probability': 1.0}}, 'source_pair_ids': ['rp_2b781da95128dceda81d2308', 'rp_ca58e5158566d46469405d59', 'rp_2d1d63097e58d69d0900c55d', 'rp_b6541e26eea67659817994a3', 'rp_3706686ee78246ebeed07b33', 'rp_ed004d780c27204d6485d8fd', 'rp_e721f5df6f0336617e45a2c5', 'rp_b95bbcb48b76386dd5558aee'], 'source_examples': [{'source_pair_id': 'rp_2b781da95128dceda81d2308', 'product_type': 'контактные линзы', 'title_a': 'vizoteque / контактные линзы comfortex 6 шт r 8.6 sph +0.50', 'title_b': 'контактные линзы vizoteque comfortex, 6 шт -6.5 радиус кривизны 8.6', 'target_value_a': '+0.50', 'target_value_b': '-6.50'}, {'source_pair_id': 'rp_ca58e5158566d46469405d59', 'product_type': 'контактные линзы', 'title_a': 'acuvue oasys / контактные линзы oasys 1-day with hydraluxe 30 линз r 8.5', 'title_b': 'acuvue контактные линзы oasys 1-day with hydraluxe  30 линз, 30 шт., -1.00 / 8.5/ 1 день', 'target_value_a': '+2.25', 'target_value_b': '-1.00'}, {'source_pair_id': 'rp_2d1d63097e58d69d0900c55d', 'product_type': 'контактные линзы', 'title_a': 'alcon контактные линзы total1optikanew_бесцветные, 90 шт., -4.25 / 8.5/ 1 день', 'title_b': 'линзы контактные alcon/алкон dailies total 1 (8.5/-6,00) 90шт', 'target_value_a': '-4.25', 'target_value_b': '-6,00'}, {'source_pair_id': 'rp_b6541e26eea67659817994a3', 'product_type': 'контактные линзы', 'title_a': 'alcon контактные линзы air optix aqua, 6 шт., -4.25 / 8.6/ 1 месяц, ежемесячные', 'title_b': 'alcon air optix aqua контактные линзы плановой замены/-5,25/ 6 шт.', 'target_value_a': '-4.25', 'target_value_b': '-5,25'}]}]",['контактные линзы'],['Бренд'],"[{'source_pair_id': 'rp_2b781da95128dceda81d2308', 'product_type': 'контактные линзы', 'title_a': 'vizoteque / контактные линзы comfortex 6 шт r 8.6 sph +0.50', 'title_b': 'контактные линзы vizoteque comfortex, 6 шт -6.5 радиус кривизны 8.6', 'target_value_a': '+0.50', 'target_value_b': '-6.50'}, {'source_pair_id': 'rp_ca58e5158566d46469405d59', 'product_type': 'контактные линзы', 'title_a': 'acuvue oasys / контактные линзы oasys 1-day with hydraluxe 30 линз r 8.5', 'title_b': 'acuvue контактные линзы oasys 1-day with hydraluxe  30 линз, 30 шт., -1.00 / 8.5/ 1 день', 'target_value_a': '+2.25', 'target_value_b': '-1.00'}, {'source_pair_id': 'rp_2d1d63097e58d69d0900c55d', 'product_type': 'контактные линзы', 'title_a': 'alcon контактные линзы total1optikanew_бесцветные, 90 шт., -4.25 / 8.5/ 1 день', 'title_b': 'линзы контактные alcon/алкон dailies total 1 (8.5/-6,00) 90шт', 'target_value_a': '-4.25', 'target_value_b': '-6,00'}, {'source_pair_id': 'rp_b6541e26eea67659817994a3', 'product_type': 'контактные линзы', 'title_a': 'alcon контактные линзы air optix aqua, 6 шт., -4.25 / 8.6/ 1 месяц, ежемесячные', 'title_b': 'alcon air optix aqua контактные линзы плановой замены/-5,25/ 6 шт.', 'target_value_a': '-4.25', 'target_value_b': '-5,25'}]","{'source_singleton_pairs': 48, 'source_pairs_with_explicit_type': 21, 'observed_exact_product_types': 4, 'supported_product_type_profiles': 1}",False,independent_value,[],"[+-]?\d+(?:[.,]\d+)?(?:\s*(?:дптр|d|диоптр\w*))?",,17,17,1.0,13,13,1.0,4,4,1.0,[],,profile_capacity_policy_v1,829f9c458f1a2a72f16b766dfaf3abbdbad9a1874d71feb4457eab7da52b3fee
gen_stat_382f0293a0c9df9a,stat_0df4e05fddba5602,STAT_LABEL0_MIN2_P80_SCOPED,0,optical_power,different_value,statistical_atomic_difference,Оптическая сила,"Создай товар, где характеристику «Оптическая сила» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Аптека'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_all_occurrence_and_product_type_threshold,Аптека,override,39,0,"[{'attribute_key': 'оптическая сила', 'support': 39}, {'attribute_key': 'диоптрии', 'support': 6}]",1188,1187,1,0.9991582491582491,48,48,0,1.0,1188,1187,0.9991582491582491,48,48,1.0,"{'discovery': {'support': 41, 'target_support': 41, 'target_probability': 1.0}, 'validation': {'support': 7, 'target_support': 7, 'target_probability': 1.0}}",41,7,rp_74cd0be132fadd0f21dad35e;rp_e685f396514d9431b6af86ba;rp_f29d5c7c2fb8b8086ff942c9,"+3.25 | -0,75 | -1.50","[{'product_type': 'астигматические линзы', 'normalized_product_type': 'астигматические линзы', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'split_statistics': {'discovery': {'support': 2, 'target_support': 2, 'target_probability': 1.0}, 'validation': {'support': 0, 'target_support': 0, 'target_probability': 0.0}}, 'source_pair_ids': ['rp_96bdcc9ddd4e9c6ba54f375a', 'rp_64a01615c8ea2f54f17c003b'], 'source_examples': [{'source_pair_id': 'rp_96bdcc9ddd4e9c6ba54f375a', 'product_type': 'астигматические линзы', 'title_a': 'coopervision астигматические линзы biofinity toric -0,75, 70, 3 шт. , -5.25, 8.7, -0.75, 70, 1 месяц ', 'title_b': 'контактные линзы coopervision biofinity toric, 3 шт., r 8,7, d -1,25,\xa0cyl:\xa0-0,75,\xa0aх:\xa070', 'target_value_a': '-5.25', 'target_value_b': '-1,25'}, {'source_pair_id': 'rp_64a01615c8ea2f54f17c003b', 'product_type': 'астигматические линзы', 'title_a': 'контактные линзы coopervision biofinity toric, 3 шт., r 8,7, d +1,\xa0cyl:\xa0-1,75,\xa0aх:\xa0100', 'title_b': 'coopervision астигматические линзы biofinity toric -1,75, 100, 3 шт. , -6.50, 8.7, -1.75, 100, 1 месяц ', 'target_value_a': '+1', 'target_value_b': '-6.50'}]}]",['астигматические линзы'],['Бренд'],"[{'source_pair_id': 'rp_96bdcc9ddd4e9c6ba54f375a', 'product_type': 'астигматические линзы', 'title_a': 'coopervision астигматические линзы biofinity toric -0,75, 70, 3 шт. , -5.25, 8.7, -0.75, 70, 1 месяц ', 'title_b': 'контактные линзы coopervision biofinity toric, 3 шт., r 8,7, d -1,25,\xa0cyl:\xa0-0,75,\xa0aх:\xa070', 'target_value_a': '-5.25', 'target_value_b': '-1,25'}, {'source_pair_id': 'rp_64a01615c8ea2f54f17c003b', 'product_type': 'астигматические линзы', 'title_a': 'контактные линзы coopervision biofinity toric, 3 шт., r 8,7, d +1,\xa0cyl:\xa0-1,75,\xa0aх:\xa0100', 'title_b': 'coopervision астигматические линзы biofinity toric -1,75, 100, 3 шт. , -6.50, 8.7, -1.75, 100, 1 месяц ', 'target_value_a': '+1', 'target_value_b': '-6.50'}]","{'source_singleton_pairs': 48, 'source_pairs_with_explicit_type': 21, 'observed_exact_product_types': 4, 'supported_product_type_profiles': 1}",False,independent_value,[],"[+-]?\d+(?:[.,]\d+)?(?:\s*(?:дптр|d|диоптр\w*))?",,2,2,1.0,2,2,1.0,0,0,0.0,[],,profile_capacity_policy_v1,829f9c458f1a2a72f16b766dfaf3abbdbad9a1874d71feb4457eab7da52b3fee
gen_stat_c9dda2e1ba3ca408,stat_35f442538ea613f7,STAT_LABEL0_UNANIMOUS_OVERRIDE,0,laundry_purpose,different_value,statistical_atomic_difference,Назначение средства для стирки,"Создай товар, где характеристику «Назначение средства для стирки» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Бытовая химия'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",unanimous_singleton_override,Бытовая химия,override,4,0,"[{'attribute_key': 'назначение средства для стирки', 'support': 4}, {'attribute_key': 'назначение', 'support': 2}, {'attribute_key': 'назначение стирального средства', 'support': 1}, {'attribute_key': 'эффект средства', 'support': 1}]",45,29,16,0.6444444444444445,5,5,0,1.0,45,29,0.6444444444444445,5,5,1.0,"{'discovery': {'support': 5, 'target_support': 5, 'target_probability': 1.0}, 'validation': {'support': 0, 'target_support': 0, 'target_probability': 0.0}}",5,0,rp_633ea071592841a810fcc27c;rp_5e0ef96fbb1b6816062963e9;rp_59b369d4c6f87fa5db019562,для белых тканей | для белых тканей | для черных и темных тканей,"[{'product_type': 'жидкое средство для стирки', 'normalized_product_type': 'жидкое средство для стирки', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'split_statistics': {'discovery': {'support': 2, 'target_support': 2, 'target_probability': 1.0}, 'validation': {'support': 0, 'target_support': 0, 'target_probability': 0.0}}, 'source_pair_ids': ['rp_bbc9d12ca1305af842ac5306', 'rp_24f886db3b972c9bf5183a42'], 'source_examples': [{'source_pair_id': 'rp_bbc9d12ca1305af842ac5306', 'product_type': 'жидкое средство для стирки', 'title_a': 'жидкое средство для стирки clean home, гель, универсальное, 1 л', 'title_b': 'clean home жидкое средство для стирки clean home, гель, для чёрных тканей, 1 л', 'target_value_a': 'универсальное', 'target_value_b': 'для чёрных тканей'}, {'source_pair_id': 'rp_24f886db3b972c9bf5183a42', 'product_type': 'жидкое средство для стирки', 'title_a': 'жидкое средство для стирки qualita, гель, для цветных тканей, 3 л', 'title_b': 'qualita жидкое средство для стирки qualita, гель, универсальное, 3 л', 'target_value_a': 'для цветных тканей', 'target_value_b': 'универсальное'}]}]",['жидкое средство для стирки'],['Бренд'],"[{'source_pair_id': 'rp_bbc9d12ca1305af842ac5306', 'product_type': 'жидкое средство для стирки', 'title_a': 'жидкое средство для стирки clean home, гель, универсальное, 1 л', 'title_b': 'clean home жидкое средство для стирки clean home, гель, для чёрных тканей, 1 л', 'target_value_a': 'универсальное', 'target_value_b': 'для чёрных тканей'}, {'source_pair_id': 'rp_24f886db3b972c9bf5183a42', 'product_type': 'жидкое средство для стирки', 'title_a': 'жидкое средство для стирки qualita, гель, для цветных тканей, 3 л', 'title_b': 'qualita жидкое средство для стирки qualita, гель, универсальное, 3 л', 'target_value_a': 'для цветных тканей', 'target_value_b': 'универсальное'}]","{'source_singleton_pairs': 5, 'source_pairs_with_explicit_type': 4, 'observed_exact_product_types': 3, 'supported_product_type_profiles': 1}",False,independent_value,[],,,2,2,1.0,2,2,1.0,0,0,0.0,[],,profile_capacity_policy_v1,829f9c458f1a2a72f16b766dfaf3abbdbad9a1874d71feb4457eab7da52b3fee
