category,concept,relation,label,attribute_key,attribute_key_source,observed_attribute_key_support,forbidden_source_attribute_support,top_observed_attribute_keys,parent_all_pair_support,parent_all_label0,parent_all_label1,parent_all_occurrence_target_probability,parent_singleton_support,parent_singleton_label0,parent_singleton_label1,parent_singleton_target_probability,non_identifier_all_support,non_identifier_all_target_support,non_identifier_all_target_probability,non_identifier_singleton_support,non_identifier_singleton_target_support,non_identifier_singleton_target_probability,non_identifier_split_statistics,parent_discovery_singleton_support,parent_validation_singleton_support,parent_example_pair_ids,parent_example_value_pairs,anchor_profiles,allowed_product_types,allowed_anchor_context_keys,source_examples,profile_diagnostics,semantic_review_required,mutation_mode,forbidden_anchor_attribute_patterns,target_value_pattern,forbidden_target_value_pattern,rejection_reason
Автотовары,car_brand,different_value,0,Марка автомобиля,override,2,0,"[{'attribute_key': 'марка автомобиля', 'support': 2}]",183,164,19,0.8961748633879781,3,3,0,1.0,182,163,0.8956043956043956,3,3,1.0,"{'discovery': {'support': 3, 'target_support': 3, 'target_probability': 1.0}, 'validation': {'support': 0, 'target_support': 0, 'target_probability': 0.0}}",3,0,rp_71f58f533df975967b04ce58;rp_1c105cb2a0ff309bbfaa1af9;rp_319cfc328851cb4cc29310e9,ford | toyota | nissan,[],[],['Назначение'],[],"{'source_singleton_pairs': 3, 'source_pairs_with_explicit_type': 0, 'observed_exact_product_types': 0, 'supported_product_type_profiles': 0}",True,identity_value,['(?<!\\w)(?:модель|model|серия|series|линейка|line|коллекци\\w*|collection|производител\\w*|manufacturer)(?!\\w)'],,,no_supported_product_type_profile
Автотовары,car_model,different_value,0,Совместимая модель автомобиля,category_override,2,1,"[{'attribute_key': 'модель автомобиля', 'support': 2}, {'attribute_key': 'модель', 'support': 2}, {'attribute_key': 'модель тс', 'support': 1}]",281,243,38,0.8647686832740213,15,14,1,0.9333333333333333,279,241,0.8637992831541219,14,13,0.9285714285714286,"{'discovery': {'support': 13, 'target_support': 12, 'target_probability': 0.9230769230769231}, 'validation': {'support': 1, 'target_support': 1, 'target_probability': 1.0}}",14,1,rp_f2c882c0af39a0fdea4ad464;rp_6cd07f05cff5c191b6d6e3b3;rp_1b7580b85cd364e88d7a2c65,ниссан альмера classic седан | ниссан армада | nissan pathfinder 3,[],[],['Бренд'],[],"{'source_singleton_pairs': 14, 'source_pairs_with_explicit_type': 1, 'observed_exact_product_types': 1, 'supported_product_type_profiles': 0}",False,compatibility_value,['(?:марка|бренд|brand|год|поколени|кузов|модификац|двигател)'],,,no_supported_product_type_profile
Автотовары,color_code,different_value,0,Код/номер цвета,override,0,0,[],122,113,9,0.9262295081967213,5,5,0,1.0,114,106,0.9298245614035088,5,5,1.0,"{'discovery': {'support': 4, 'target_support': 4, 'target_probability': 1.0}, 'validation': {'support': 1, 'target_support': 1, 'target_probability': 1.0}}",4,1,rp_2ea2a8589c2ddee28046eb11;rp_0f5a6d5272eecbbe596385df;rp_cce3b53e408cd01551a3b174,mb | p6k | nh75m,[],[],['Бренд'],[],"{'source_singleton_pairs': 5, 'source_pairs_with_explicit_type': 1, 'observed_exact_product_types': 1, 'supported_product_type_profiles': 0}",False,independent_value,[],"(?=.*\d)(?:цвет\s*)?#?[a-zа-яё0-9][a-zа-яё0-9 ._/-]{0,24}",,no_supported_product_type_profile
Автотовары,manufacturer_part_number,different_value,0,,,0,116,[],273,257,16,0.9413919413919414,75,66,9,0.88,19,18,0.9473684210526315,13,13,1.0,"{'discovery': {'support': 12, 'target_support': 12, 'target_probability': 1.0}, 'validation': {'support': 1, 'target_support': 1, 'target_probability': 1.0}}",59,16,rp_76030b366d328c215aa2eafe;rp_893e5dd702ffe1b8fa5c9840;rp_f88fa5d0f77384d218dc46d8,111211200501999 | pbk3615 | l11060,"[{'product_type': 'колодки тормозные', 'normalized_product_type': 'колодки тормозные', 'singleton_pair_support': 5, 'singleton_target_support': 5, 'singleton_target_probability': 1.0, 'split_statistics': {'discovery': {'support': 5, 'target_support': 5, 'target_probability': 1.0}, 'validation': {'support': 0, 'target_support': 0, 'target_probability': 0.0}}, 'source_pair_ids': ['rp_0a3480c3fc7eaf7a653272dc', 'rp_dce40e845d5f5ad1dd0499cf', 'rp_af43ad6b5d5485c5b6b5e7e0', 'rp_74670946103d93caead17bd8', 'rp_201cb7c71ecb0db118dca47b'], 'source_examples': [{'source_pair_id': 'rp_0a3480c3fc7eaf7a653272dc', 'product_type': 'колодки тормозные', 'title_a': 'тормозные колодки patron дисковые pbp1116', 'title_b': 'patron колодки тормозные дисковые задние, арт. pbp1604', 'target_value_a': 'pbp1116', 'target_value_b': 'pbp1604'}, {'source_pair_id': 'rp_dce40e845d5f5ad1dd0499cf', 'product_type': 'колодки тормозные', 'title_a': 'тормозные колодки brembo p36027', 'title_b': 'brembo колодки тормозные, арт. p36032', 'target_value_a': 'p36027', 'target_value_b': 'p36032'}, {'source_pair_id': 'rp_af43ad6b5d5485c5b6b5e7e0', 'product_type': 'колодки тормозные', 'title_a': 'колодки тормозные nibk передние pn1845', 'title_b': 'nibk колодки тормозные pn1801', 'target_value_a': 'pn1845', 'target_value_b': 'pn1801'}, {'source_pair_id': 'rp_74670946103d93caead17bd8', 'product_type': 'колодки тормозные', 'title_a': 'тормозные колодки bosch 0986495264', 'title_b': 'bosch колодки тормозные дисковые передние, арт. 0986494686', 'target_value_a': '0986495264', 'target_value_b': '0986494686'}]}]",['колодки тормозные'],['Бренд'],"[{'source_pair_id': 'rp_0a3480c3fc7eaf7a653272dc', 'product_type': 'колодки тормозные', 'title_a': 'тормозные колодки patron дисковые pbp1116', 'title_b': 'patron колодки тормозные дисковые задние, арт. pbp1604', 'target_value_a': 'pbp1116', 'target_value_b': 'pbp1604'}, {'source_pair_id': 'rp_dce40e845d5f5ad1dd0499cf', 'product_type': 'колодки тормозные', 'title_a': 'тормозные колодки brembo p36027', 'title_b': 'brembo колодки тормозные, арт. p36032', 'target_value_a': 'p36027', 'target_value_b': 'p36032'}, {'source_pair_id': 'rp_af43ad6b5d5485c5b6b5e7e0', 'product_type': 'колодки тормозные', 'title_a': 'колодки тормозные nibk передние pn1845', 'title_b': 'nibk колодки тормозные pn1801', 'target_value_a': 'pn1845', 'target_value_b': 'pn1801'}, {'source_pair_id': 'rp_74670946103d93caead17bd8', 'product_type': 'колодки тормозные', 'title_a': 'тормозные колодки bosch 0986495264', 'title_b': 'bosch колодки тормозные дисковые передние, арт. 0986494686', 'target_value_a': '0986495264', 'target_value_b': '0986494686'}]","{'source_singleton_pairs': 13, 'source_pairs_with_explicit_type': 12, 'observed_exact_product_types': 9, 'supported_product_type_profiles': 1}",False,independent_value,[],,,forbidden_identifier_concept
