target_prevalence,negative_weight,effective_prevalence,global_weighted_prevalence,mean_category_weighted_prevalence,macro_average_precision,global_average_precision,macro_roc_auc,global_roc_auc
0.25740157049938966,1.0,0.25740157049938966,0.25740157049938966,0.2616437313413073,0.5015377923802575,0.5951184381447783,0.7357064022541542,0.7941829053825408
0.262,0.9763650757412451,0.2619999999999999,0.2619999999999999,0.265856558844689,0.5062941675532249,0.600097768022258,0.7357064022541631,0.7941829053824105
0.2,1.3864913270688684,0.20000000000000004,0.20000000000000004,0.20820113431143863,0.4372950500607697,0.5261265784678788,0.7357064022541604,0.7941829053824202
0.15,1.964196046680897,0.15,0.15,0.16001441520992524,0.3717547987852571,0.45255373362590606,0.7357064022541591,0.7941829053826519
0.1,3.1196054859049536,0.09999999999999998,0.09999999999999998,0.10975797971119357,0.29240185441929645,0.35943087006800734,0.7357064022541504,0.7941829053824754
0.075,4.275014925129011,0.07499999999999998,0.07499999999999998,0.08364633684966338,0.24468312673466874,0.30139194277599135,0.7357064022541537,0.794182905382559
0.066,4.90523825561486,0.06599999999999999,0.06599999999999999,0.07405788498485154,0.22561113035876765,0.277775758154019,0.7357064022541506,0.7941829053826508
0.05,6.585833803577124,0.05000000000000001,0.05000000000000001,0.05674016198288282,0.1884144929426644,0.23103218716787405,0.7357064022541593,0.7941829053825333
0.03,11.207471560473353,0.029999999999999995,0.029999999999999995,0.03455721173350965,0.13363165831415666,0.1605588390065642,0.735706402254151,0.7941829053824261
