target_prevalence,negative_weight,weighted_macro_ap,bootstrap_macro_ap_mean,bootstrap_macro_ap_std,weighted_macro_roc_auc,bootstrap_macro_roc_auc_mean,bootstrap_macro_roc_auc_std,bootstrap_repeats
0.05,6.585833803577124,0.1884144929426644,0.18874491291960618,0.0009643700859042119,0.7357064022541593,0.7356254955877847,0.0005945609556050193,30
0.075,4.275014925129011,0.24468312673466874,0.24552628610013677,0.0010616509883935846,0.7357064022541537,0.7356499196866612,0.0005773644003430625,30
0.1,3.1196054859049536,0.29240185441929645,0.293153580120268,0.0015989174217342322,0.7357064022541504,0.7358154762536746,0.0006881709588536033,30
