target,count,share
0.0,7184663,0.6421884413172229
0.1111111111111111,1434,0.00012817556298032318
0.2222222222222222,632415,0.056527300322315954
0.3333333333333333,497157,0.04443750234630999
0.4444444444444444,252544,0.022573200402582105
0.5555555555555556,269160,0.02405839228157865
0.6666666666666666,170222,0.015214993501838614
0.7777777777777778,276349,0.024700968377998136
0.8888888888888888,679881,0.060769965086907324
1.0,1223955,0.109401060800266
