split,routing,priority,specialist,route_budget,score_mode,route_coverage,minilm_coverage,rumodernbert_coverage,macro_ap,baseline_bge_macro_ap,delta_vs_bge,routed_pairs,routing_uses_labels
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.05,blend_specialist_25,0.04987960096319229,0.0,0.04987960096319229,0.3759369089605762,0.3759746515593398,-3.774259876360153e-05,290,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.1,replace,0.0999312005503956,0.0,0.0999312005503956,0.3717689389029022,0.3759746515593398,-0.004205712656437599,581,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.1,blend_50_50,0.0999312005503956,0.0,0.0999312005503956,0.37425388429341216,0.3759746515593398,-0.0017207672659276252,581,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.1,blend_specialist_25,0.0999312005503956,0.0,0.0999312005503956,0.3751890834416962,0.3759746515593398,-0.0007855681176435758,581,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.15,replace,0.1499828001375989,0.0,0.1499828001375989,0.3704213799825264,0.3759746515593398,-0.005553271576813401,872,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.15,blend_50_50,0.1499828001375989,0.0,0.1499828001375989,0.37334914616780435,0.3759746515593398,-0.002625505391535443,872,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.15,blend_specialist_25,0.1499828001375989,0.0,0.1499828001375989,0.3746833003282059,0.3759746515593398,-0.001291351231133886,872,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.2,replace,0.1998624011007912,0.0,0.1998624011007912,0.3691180725837825,0.3759746515593398,-0.006856578975557304,1162,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.2,blend_50_50,0.1998624011007912,0.0,0.1998624011007912,0.37289243465931304,0.3759746515593398,-0.0030822169000267463,1162,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.2,blend_specialist_25,0.1998624011007912,0.0,0.1998624011007912,0.37445049299472155,0.3759746515593398,-0.0015241585646182387,1162,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.3,replace,0.2999656002751978,0.0,0.2999656002751978,0.36477082015690243,0.3759746515593398,-0.011203831402437359,1744,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.3,blend_50_50,0.2999656002751978,0.0,0.2999656002751978,0.3706871244223261,0.3759746515593398,-0.005287527137013692,1744,False
hard,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.3,blend_specialist_25,0.2999656002751978,0.0,0.2999656002751978,0.3735279282185565,0.3759746515593398,-0.0024467233407832745,1744,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.05,replace,0.04987960096319229,0.016855865153078776,0.033023735810113516,0.3743862520187693,0.3759746515593398,-0.0015883995405704954,290,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.05,blend_50_50,0.04987960096319229,0.016855865153078776,0.033023735810113516,0.3759945212325329,0.3759746515593398,1.9869673193118054e-05,290,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.05,blend_specialist_25,0.04987960096319229,0.016855865153078776,0.033023735810113516,0.37607501225482054,0.3759746515593398,0.0001003606954807501,290,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.1,replace,0.0999312005503956,0.04953560371517028,0.05039559683522532,0.3737919906454229,0.3759746515593398,-0.0021826609139168895,581,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.1,blend_50_50,0.0999312005503956,0.04953560371517028,0.05039559683522532,0.37560605713766865,0.3759746515593398,-0.0003685944216711423,581,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.1,blend_specialist_25,0.0999312005503956,0.04953560371517028,0.05039559683522532,0.37576955819148355,0.3759746515593398,-0.000205093367856235,581,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.15,replace,0.1499828001375989,0.08410732714138287,0.06587547299621603,0.37181887917750717,0.3759746515593398,-0.004155772381832623,872,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.15,blend_50_50,0.1499828001375989,0.08410732714138287,0.06587547299621603,0.375070525914075,0.3759746515593398,-0.0009041256452647639,872,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.15,blend_specialist_25,0.1499828001375989,0.08410732714138287,0.06587547299621603,0.37552922313239984,0.3759746515593398,-0.0004454284269399533,872,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.2,replace,0.19986240110079118,0.11919504643962849,0.0806673546611627,0.3711616386828352,0.3759746515593398,-0.0048130128765045965,1162,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.2,blend_50_50,0.19986240110079118,0.11919504643962849,0.0806673546611627,0.37468967156974897,0.3759746515593398,-0.0012849799895908176,1162,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.2,blend_specialist_25,0.19986240110079118,0.11919504643962849,0.0806673546611627,0.37532338279676164,0.3759746515593398,-0.0006512687625781499,1162,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.3,replace,0.2999656002751978,0.17905056759545923,0.12091503267973856,0.36963926446276135,0.3759746515593398,-0.006335387096578438,1744,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.3,blend_50_50,0.2999656002751978,0.17905056759545923,0.12091503267973856,0.3738320518976987,0.3759746515593398,-0.002142599661641098,1744,False
hard,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.3,blend_specialist_25,0.2999656002751978,0.17905056759545923,0.12091503267973856,0.37516568202237427,0.3759746515593398,-0.0008089695369655203,1744,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.05,replace,0.04998664108231522,0.04998664108231522,0.0,0.6369648860735649,0.6412704537924441,-0.004305567718879133,2058,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.05,blend_50_50,0.04998664108231522,0.04998664108231522,0.0,0.6412405325085342,0.6412704537924441,-2.992128390988391e-05,2058,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.05,blend_specialist_25,0.04998664108231522,0.04998664108231522,0.0,0.6415625038447075,0.6412704537924441,0.00029205005226340397,2058,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.1,replace,0.0999975711058755,0.0999975711058755,0.0,0.6319840640842748,0.6412704537924441,-0.009286389708169307,4117,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.1,blend_50_50,0.0999975711058755,0.0999975711058755,0.0,0.639927007638909,0.6412704537924441,-0.0013434461535350994,4117,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.1,blend_specialist_25,0.0999975711058755,0.0999975711058755,0.0,0.6414850308598902,0.6412704537924441,0.00021457706744609784,4117,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.15,replace,0.14998421218819072,0.14998421218819072,0.0,0.6300141735572007,0.6412704537924441,-0.011256280235243388,6175,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.15,blend_50_50,0.14998421218819072,0.14998421218819072,0.0,0.6405589380913018,0.6412704537924441,-0.0007115157011422513,6175,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.15,blend_specialist_25,0.14998421218819072,0.14998421218819072,0.0,0.6421708634927553,0.6412704537924441,0.0009004097003112443,6175,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.2,replace,0.199995142211751,0.199995142211751,0.0,0.6296396243615185,0.6412704537924441,-0.011630829430925527,8234,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.2,blend_50_50,0.199995142211751,0.199995142211751,0.0,0.6414958778912199,0.6412704537924441,0.00022542409877579495,8234,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.2,blend_specialist_25,0.199995142211751,0.199995142211751,0.0,0.6431119917674922,0.6412704537924441,0.0018415379750481575,8234,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.3,replace,0.2999927133176265,0.2999927133176265,0.0,0.6259122989942698,0.6412704537924441,-0.015358154798174262,12351,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.3,blend_50_50,0.2999927133176265,0.2999927133176265,0.0,0.6414048182245434,0.6412704537924441,0.00013436443209935423,12351,False
ood,uncertainty_abs_minilm,uncertainty_abs,minilm,0.3,blend_specialist_25,0.2999927133176265,0.2999927133176265,0.0,0.6437273581833376,0.6412704537924441,0.0024569043908935218,12351,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.05,replace,0.04998664108231522,0.04998664108231522,0.0,0.6369648860735649,0.6412704537924441,-0.004305567718879133,2058,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.05,blend_50_50,0.04998664108231522,0.04998664108231522,0.0,0.6412405325085342,0.6412704537924441,-2.992128390988391e-05,2058,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.05,blend_specialist_25,0.04998664108231522,0.04998664108231522,0.0,0.6415625038447075,0.6412704537924441,0.00029205005226340397,2058,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.1,replace,0.0999975711058755,0.0999975711058755,0.0,0.6319840640842748,0.6412704537924441,-0.009286389708169307,4117,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.1,blend_50_50,0.0999975711058755,0.0999975711058755,0.0,0.639927007638909,0.6412704537924441,-0.0013434461535350994,4117,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.1,blend_specialist_25,0.0999975711058755,0.0999975711058755,0.0,0.6414850308598902,0.6412704537924441,0.00021457706744609784,4117,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.15,replace,0.14998421218819072,0.14998421218819072,0.0,0.6300141735572007,0.6412704537924441,-0.011256280235243388,6175,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.15,blend_50_50,0.14998421218819072,0.14998421218819072,0.0,0.6405589380913018,0.6412704537924441,-0.0007115157011422513,6175,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.15,blend_specialist_25,0.14998421218819072,0.14998421218819072,0.0,0.6421708634927553,0.6412704537924441,0.0009004097003112443,6175,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.2,replace,0.199995142211751,0.199995142211751,0.0,0.6296396243615185,0.6412704537924441,-0.011630829430925527,8234,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.2,blend_50_50,0.199995142211751,0.199995142211751,0.0,0.6414958778912199,0.6412704537924441,0.00022542409877579495,8234,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.2,blend_specialist_25,0.199995142211751,0.199995142211751,0.0,0.6431119917674922,0.6412704537924441,0.0018415379750481575,8234,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.3,replace,0.2999927133176265,0.2999927133176265,0.0,0.6259122989942698,0.6412704537924441,-0.015358154798174262,12351,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.3,blend_50_50,0.2999927133176265,0.2999927133176265,0.0,0.6414048182245434,0.6412704537924441,0.00013436443209935423,12351,False
ood,uncertainty_entropy_minilm,uncertainty_entropy,minilm,0.3,blend_specialist_25,0.2999927133176265,0.2999927133176265,0.0,0.6437273581833376,0.6412704537924441,0.0024569043908935218,12351,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.05,replace,0.04998664108231522,0.0,0.04998664108231522,0.6407680691658582,0.6412704537924441,-0.0005023846265859166,2058,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.05,blend_50_50,0.04998664108231522,0.0,0.04998664108231522,0.6427421405310121,0.6412704537924441,0.0014716867385680121,2058,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.05,blend_specialist_25,0.04998664108231522,0.0,0.04998664108231522,0.642413667085001,0.6412704537924441,0.001143213292556955,2058,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.1,replace,0.0999975711058755,0.0,0.0999975711058755,0.6414287542400163,0.6412704537924441,0.00015830044757225714,4117,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.1,blend_50_50,0.0999975711058755,0.0,0.0999975711058755,0.644106263401402,0.6412704537924441,0.0028358096089579066,4117,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.1,blend_specialist_25,0.0999975711058755,0.0,0.0999975711058755,0.6435284261306089,0.6412704537924441,0.0022579723381648265,4117,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.15,replace,0.14998421218819072,0.0,0.14998421218819072,0.6402744736564061,0.6412704537924441,-0.000995980136037966,6175,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.15,blend_50_50,0.14998421218819072,0.0,0.14998421218819072,0.6455023319344884,0.6412704537924441,0.0042318781420442875,6175,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.15,blend_specialist_25,0.14998421218819072,0.0,0.14998421218819072,0.6446577925857199,0.6412704537924441,0.003387338793275796,6175,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.2,replace,0.199995142211751,0.0,0.199995142211751,0.6409073487431245,0.6412704537924441,-0.00036310504931957865,8234,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.2,blend_50_50,0.199995142211751,0.0,0.199995142211751,0.6473661383947438,0.6412704537924441,0.0060956846022997,8234,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.2,blend_specialist_25,0.199995142211751,0.0,0.199995142211751,0.6457857064055172,0.6412704537924441,0.004515252613073173,8234,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.3,replace,0.2999927133176265,0.0,0.2999927133176265,0.6394341936609316,0.6412704537924441,-0.0018362601315125016,12351,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.3,blend_50_50,0.2999927133176265,0.0,0.2999927133176265,0.6484876069368216,0.6412704537924441,0.007217153144377542,12351,False
ood,uncertainty_abs_rumodernbert,uncertainty_abs,rumodernbert,0.3,blend_specialist_25,0.2999927133176265,0.0,0.2999927133176265,0.6468035793074692,0.6412704537924441,0.005533125515025161,12351,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.05,replace,0.04998664108231522,0.04998664108231522,0.0,0.6362379208456057,0.6412704537924441,-0.005032532946838364,2058,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.05,blend_50_50,0.04998664108231522,0.04998664108231522,0.0,0.640768727771942,0.6412704537924441,-0.0005017260205020246,2058,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.05,blend_specialist_25,0.04998664108231522,0.04998664108231522,0.0,0.64139823139563,0.6412704537924441,0.00012777760318594122,2058,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.1,replace,0.0999975711058755,0.0999975711058755,0.0,0.6326172174610858,0.6412704537924441,-0.008653236331358283,4117,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.1,blend_50_50,0.0999975711058755,0.0999975711058755,0.0,0.6404760264012888,0.6412704537924441,-0.0007944273911553168,4117,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.1,blend_specialist_25,0.0999975711058755,0.0999975711058755,0.0,0.6416722039063277,0.6412704537924441,0.0004017501138836588,4117,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.15,replace,0.14998421218819072,0.14998421218819072,0.0,0.6310648661115594,0.6412704537924441,-0.010205587680884642,6175,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.15,blend_50_50,0.14998421218819072,0.14998421218819072,0.0,0.6412400027116886,0.6412704537924441,-3.0451080755500293e-05,6175,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.15,blend_specialist_25,0.14998421218819072,0.14998421218819072,0.0,0.6425674680097149,0.6412704537924441,0.0012970142172707977,6175,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.2,replace,0.199995142211751,0.199995142211751,0.0,0.6278966428362714,0.6412704537924441,-0.013373810956172627,8234,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.2,blend_50_50,0.199995142211751,0.199995142211751,0.0,0.6403812343965226,0.6412704537924441,-0.0008892193959214589,8234,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.2,blend_specialist_25,0.199995142211751,0.199995142211751,0.0,0.6423653485360502,0.6412704537924441,0.001094894743606134,8234,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.3,replace,0.2999927133176265,0.2999927133176265,0.0,0.625697197475077,0.6412704537924441,-0.015573256317367057,12351,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.3,blend_50_50,0.2999927133176265,0.2999927133176265,0.0,0.6407833241002573,0.6412704537924441,-0.0004871296921867829,12351,False
ood,domain_conflict_minilm,domain_conflict,minilm,0.3,blend_specialist_25,0.2999927133176265,0.2999927133176265,0.0,0.6430638846009158,0.6412704537924441,0.0017934308084717188,12351,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.05,replace,0.04998664108231522,0.0,0.04998664108231522,0.6421241186755486,0.6412704537924441,0.0008536648831045657,2058,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.05,blend_50_50,0.04998664108231522,0.0,0.04998664108231522,0.6429225973006056,0.6412704537924441,0.0016521435081615632,2058,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.05,blend_specialist_25,0.04998664108231522,0.0,0.04998664108231522,0.6424275918840351,0.6412704537924441,0.0011571380915910146,2058,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.1,replace,0.0999975711058755,0.0,0.0999975711058755,0.641336255617178,0.6412704537924441,6.580182473392426e-05,4117,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.1,blend_50_50,0.0999975711058755,0.0,0.0999975711058755,0.6442203400011918,0.6412704537924441,0.0029498862087476985,4117,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.1,blend_specialist_25,0.0999975711058755,0.0,0.0999975711058755,0.6434847269252943,0.6412704537924441,0.002214273132850275,4117,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.15,replace,0.14998421218819072,0.0,0.14998421218819072,0.6423553169705541,0.6412704537924441,0.0010848631781100737,6175,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.15,blend_50_50,0.14998421218819072,0.0,0.14998421218819072,0.6461186612637896,0.6412704537924441,0.0048482074713455114,6175,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.15,blend_specialist_25,0.14998421218819072,0.0,0.14998421218819072,0.6447886593010226,0.6412704537924441,0.003518205508578509,6175,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.2,replace,0.199995142211751,0.0,0.199995142211751,0.641108867585912,0.6412704537924441,-0.00016158620653206057,8234,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.2,blend_50_50,0.199995142211751,0.0,0.199995142211751,0.6466142107128101,0.6412704537924441,0.0053437569203660384,8234,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.2,blend_specialist_25,0.199995142211751,0.0,0.199995142211751,0.6453251369195682,0.6412704537924441,0.004054683127124092,8234,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.3,replace,0.2999927133176265,0.0,0.2999927133176265,0.63932541755198,0.6412704537924441,-0.0019450362404640487,12351,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.3,blend_50_50,0.2999927133176265,0.0,0.2999927133176265,0.6472233974946857,0.6412704537924441,0.005952943702241642,12351,False
ood,domain_conflict_rumodernbert,domain_conflict,rumodernbert,0.3,blend_specialist_25,0.2999927133176265,0.0,0.2999927133176265,0.6460044820488047,0.6412704537924441,0.004734028256360601,12351,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.05,replace,0.04998664108231522,0.01707512569527094,0.03291151538704428,0.6398282367309063,0.6412704537924441,-0.0014422170615377983,2058,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.05,blend_50_50,0.04998664108231522,0.01707512569527094,0.03291151538704428,0.6420091508337902,0.6412704537924441,0.0007386970413461036,2058,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.05,blend_specialist_25,0.04998664108231522,0.01707512569527094,0.03291151538704428,0.6420029379380734,0.6412704537924441,0.0007324841456293196,2058,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.1,replace,0.0999975711058755,0.04369580529984698,0.05630176580602852,0.6374590636550732,0.6412704537924441,-0.0038113901373708625,4117,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.1,blend_50_50,0.0999975711058755,0.04369580529984698,0.05630176580602852,0.6425662732035444,0.6412704537924441,0.0012958194111003518,4117,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.1,blend_specialist_25,0.0999975711058755,0.04369580529984698,0.05630176580602852,0.6426904014928252,0.6412704537924441,0.001419947700381119,4117,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.15,replace,0.14998421218819072,0.06742610089626193,0.08255811129192879,0.6370588339529359,0.6412704537924441,-0.0042116198395081295,6175,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.15,blend_50_50,0.14998421218819072,0.06742610089626193,0.08255811129192879,0.6441697885221944,0.6412704537924441,0.002899334729750347,6175,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.15,blend_specialist_25,0.14998421218819072,0.06742610089626193,0.08255811129192879,0.6439377267633614,0.6412704537924441,0.0026672729709172893,6175,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.2,replace,0.199995142211751,0.08464696023900319,0.1153481819727478,0.6340306646508939,0.6412704537924441,-0.0072397891415502125,8234,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.2,blend_50_50,0.199995142211751,0.08464696023900319,0.1153481819727478,0.6436009593614234,0.6412704537924441,0.002330505568979291,8234,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.2,blend_specialist_25,0.199995142211751,0.08464696023900319,0.1153481819727478,0.6439073215790194,0.6412704537924441,0.0026368677865753476,8234,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.3,replace,0.2999927133176265,0.10373806805761338,0.19625464526001313,0.6317692967092106,0.6412704537924441,-0.009501157083233513,12351,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.3,blend_50_50,0.2999927133176265,0.10373806805761338,0.19625464526001313,0.6442113706585058,0.6412704537924441,0.0029409168660616825,12351,False
ood,domain_conflict_dynamic,domain_conflict,dynamic_conflict,0.3,blend_specialist_25,0.2999927133176265,0.10373806805761338,0.19625464526001313,0.6447429665367411,0.6412704537924441,0.0034725127442970516,12351,False
