specialist,slice_type,slice_value,iid_n,iid_macro_ap_delta,iid_logloss_gain,iid_mae_gain,iid_binary_net_correction_rate,hard_n,hard_macro_ap_delta,hard_logloss_gain,hard_mae_gain,hard_binary_net_correction_rate,ood_n,ood_macro_ap_delta,ood_logloss_gain,ood_mae_gain,ood_binary_net_correction_rate,iid_better,hard_better,ood_better,stable_iid_hard,stable_all_three,production_candidate,min_iid_hard_logloss_gain
rumodernbert,category,Строительство и ремонт,664.0,0.018274014877765365,0.015612352984162867,-0.009222631146082884,-0.0030120481927710845,298.0,-0.005840303792197188,0.06851745942820477,-0.013289406274104703,-0.0436241610738255,,,,,,False,False,False,False,False,False,0.015612352984162867
minilm,category,Строительство и ремонт,664.0,0.024602075895619246,0.013325775937013845,0.0057144950266982885,0.015060240963855422,298.0,0.01600118766670433,0.034170825366914855,0.006479591588472522,0.003355704697986577,,,,,,True,True,False,True,False,False,0.013325775937013845
minilm,numeric_ram_storage_state,match,157.0,0.03766764636329856,0.011853507517967822,0.003144966613777148,0.012738853503184714,46.0,-0.0029334336687277807,0.051771120284420206,0.004328673745950927,0.021739130434782608,,,,,,True,False,False,False,False,False,0.011853507517967822
rumodernbert,bge_score_bin,.01-.025,1694.0,0.06476541093808773,0.00872122679996054,-0.023700932492143303,-0.0005903187721369539,780.0,-0.04213042821020427,0.09370413170050425,-0.020562934225950485,0.001282051282051282,7418.0,-0.007056072543938946,0.01787975740980582,-0.024338819807202997,0.00013480722566729578,False,False,False,False,False,False,0.00872122679996054
rumodernbert,numeric_primary_conflict,size,1191.0,-0.016805875180376795,0.008133631508853883,-0.007544528768438872,-0.0041981528127623844,636.0,-0.03692231325073625,0.008275628997932142,-0.010755018420572724,-0.0031446540880503146,16973.0,-0.005897346835669892,-0.001825028284668301,-0.016694106641154716,-0.0020031815235963,False,False,False,False,False,False,0.008133631508853883
minilm,numeric_size_state,match,260.0,-0.018677162603336295,0.01655940125706753,0.0009559164859148531,0.007692307692307693,164.0,0.006717324824409898,0.008014568817759502,0.007673650459676027,0.0,3051.0,-0.000221013302230455,-0.0029167029558350853,-0.02695408467229821,-0.010816125860373648,False,True,False,False,False,False,0.008014568817759502
rumodernbert,numeric_volume_state,one_missing,610.0,0.02661127156799903,0.007941669006588799,-0.017063682506502163,-0.013114754098360656,210.0,-0.11702817621618988,0.008424320015427447,-0.03527570788754106,-0.05238095238095238,3046.0,-0.0043884498946812345,0.023573534062597275,-0.0142955325572411,0.008207485226526593,False,False,False,False,False,False,0.007941669006588799
rumodernbert,numeric_ram_storage_state,match,157.0,0.02793034511784509,0.007797753004185399,-0.0071621246249500255,-0.006369426751592357,46.0,0.03729023034578591,0.23654685592364386,0.04469705045061267,0.13043478260869565,,,,,,False,False,False,False,False,False,0.007797753004185399
rumodernbert,attribute_agreement,mostly_exact,1230.0,-0.02350683611641191,0.0067296626842423355,-0.014718217316686509,-0.0065040650406504065,709.0,-0.02910287063509842,0.018736105688081643,-0.016239153996257083,-0.015514809590973202,3327.0,0.00388683009982449,0.04800810268469047,-0.012573628981169404,0.011722272317403066,False,False,False,False,False,False,0.0067296626842423355
minilm,title_similarity,medium,3276.0,0.003938826750870095,0.012860073416046967,0.0037198655437185217,0.003663003663003663,1015.0,-0.0038163133094669677,0.006453423423571989,0.002355873134512491,0.0019704433497536944,9308.0,-0.04002353503261913,-0.009339042413506447,-0.008955664628414873,-0.0037602062741727547,True,False,False,False,False,False,0.006453423423571989
rumodernbert,attribute_key_overlap,high,855.0,0.00450210391377337,0.006417955800746485,-0.020236799265588197,-0.00935672514619883,495.0,0.05925681311322645,0.05315744180386159,-0.015757882909883388,-0.00808080808080808,1615.0,-0.00629919835249293,0.028251847043607333,-0.019708277330475775,0.0006191950464396285,False,False,False,False,False,False,0.006417955800746485
minilm,bge_score_bin,.01-.025,1694.0,0.07194342084552884,0.006219112030723047,-0.008926097477702127,0.0,780.0,0.01869712597747175,0.013578882007313558,-0.005351574350900661,0.0,7418.0,-0.006555003379755356,0.00010822798179836523,-0.013042741157627765,-0.00026961445133459155,False,False,False,False,False,False,0.006219112030723047
rumodernbert,numeric_dimensions_state,conflict,2263.0,-0.014450146883366322,0.0053492840047771354,-0.01051073282541624,-0.0008837825894829872,952.0,-0.02764059805131719,0.036761379895832946,-0.016054333932133732,-0.015756302521008403,8517.0,-0.012358671354739892,0.002592876964137023,-0.015584133444540925,0.0005870611717740989,False,False,False,False,False,False,0.0053492840047771354
