specialist,slice_type,slice_value,iid_n,iid_macro_ap_delta,iid_logloss_gain,iid_mae_gain,iid_binary_net_correction_rate,hard_n,hard_macro_ap_delta,hard_logloss_gain,hard_mae_gain,hard_binary_net_correction_rate,ood_n,ood_macro_ap_delta,ood_logloss_gain,ood_mae_gain,ood_binary_net_correction_rate,iid_better,hard_better,ood_better,stable_iid_hard,stable_all_three,production_candidate,min_iid_hard_logloss_gain
minilm,category,Аптека,624.0,0.03521424020645114,0.005181858338527845,0.003482040441306312,0.0016025641025641025,308.0,0.06628820431117133,0.0469047377678349,0.010869009461380124,0.01948051948051948,,,,,,True,True,False,True,False,False,0.005181858338527845
rumodernbert,bge_sequence_length,at_384,718.0,0.011997634373859811,0.004865399679352992,-0.018190972575949295,0.001392757660167131,342.0,-0.02200018761087641,0.056395947374655704,-0.007516013231412344,-0.017543859649122806,1079.0,-0.009558341432757245,0.012001460774490923,-0.021300667669376803,0.004633920296570899,False,False,False,False,False,False,0.004865399679352992
minilm,category,Продукты питания,690.0,-0.0026434924999571008,0.004692987689097614,-0.0026911183831912966,0.002898550724637681,311.0,-0.005520670422525631,0.042288695925825376,0.001966001461097189,-0.006430868167202572,,,,,,False,False,False,False,False,False,0.004692987689097614
minilm,numeric_weight_state,match,1437.0,-0.0042680941534224415,0.00452733979641045,-0.0028596903724070455,0.0020876826722338203,706.0,0.012864940711527217,0.01707316516093336,0.006050737978336988,0.0084985835694051,1543.0,0.00031207632822227716,-0.014960244615544196,-0.009646626256725601,-0.0038885288399222295,False,True,False,False,False,False,0.00452733979641045
minilm,numeric_match_count,one,4343.0,0.009485975361786636,0.004240822659485915,-0.0007244458013817048,0.002072300253281142,2085.0,0.009949097570430443,0.011987490849465461,0.00259114867378134,0.0019184652278177458,10921.0,-0.010968390283570217,0.0007840320955917439,-0.009219253665480905,-0.002930134603058328,False,True,False,False,False,False,0.004240822659485915
minilm,category,Музыкальные инструменты,660.0,0.008331279920504198,0.003743225570127448,-0.0010912053607171402,-0.0015151515151515152,431.0,-0.009564006688824678,0.010392988499530685,0.002894759826413993,0.0069605568445475635,,,,,,False,False,False,False,False,False,0.003743225570127448
minilm,category,Красота и гигиена,674.0,-0.0013343115335768818,0.003249729884153055,0.0007749843167262677,0.010385756676557863,287.0,-0.02708110202488412,0.009572650942416694,-0.004142859228034844,-0.006968641114982578,,,,,,False,False,False,False,False,False,0.003249729884153055
minilm,category,Товары для животных,624.0,0.00017705724019534408,0.002548306688854035,0.003721593712842337,0.003205128205128205,319.0,0.017486757793930496,0.008742613410208105,0.015692158862196645,0.012539184952978056,,,,,,True,True,False,True,False,False,0.002548306688854035
rumodernbert,category,Обувь,693.0,0.05021456927521617,0.016067453672367473,-0.008692603515076648,0.005772005772005772,325.0,-0.007363973234763621,0.002497065880751454,-0.019600328199583322,-0.015384615384615385,,,,,,False,False,False,False,False,False,0.002497065880751454
minilm,attribute_agreement,mostly_exact,1230.0,-0.004541733590790464,0.002105287790894493,0.00034961518697271206,0.0016260162601626016,709.0,0.014973904842042585,0.022150211111918512,0.009187642030797378,0.004231311706629055,3327.0,-0.015228985426995467,0.013312012951324743,-0.00810305044964215,0.0018034265103697023,False,True,False,False,False,False,0.002105287790894493
rumodernbert,category,Аптека,624.0,-0.008809732086639266,0.00209618717236562,-0.005222014865222053,0.0,308.0,0.061564230057882974,0.02021543928761802,-0.0064715414665478385,0.003246753246753247,,,,,,False,False,False,False,False,False,0.00209618717236562
rumodernbert,model_sku_code_state,conflict,2759.0,-0.01704116064690664,0.0020209704306785557,-0.01047385277555275,-0.0003624501631025734,1113.0,-0.01378461454256985,0.04430031303928283,-0.009497774324415634,-0.013477088948787063,16549.0,-0.008383502680209154,0.016007143814647417,-0.015982135297866493,-0.00018127983563961567,False,False,False,False,False,False,0.0020209704306785557
rumodernbert,title_code_state,conflict,2759.0,-0.01704116064690664,0.0020209704306785557,-0.01047385277555275,-0.0003624501631025734,1113.0,-0.01378461454256985,0.04430031303928283,-0.009497774324415634,-0.013477088948787063,16549.0,-0.008383502680209154,0.016007143814647417,-0.015982135297866493,-0.00018127983563961567,False,False,False,False,False,False,0.0020209704306785557
rumodernbert,brand_state,conflict,1373.0,0.013442325515404918,0.001990374508833923,-0.01765411278564966,0.003641660597232338,585.0,0.009022945501456825,0.03194231452968761,-0.02108675034261014,-0.03418803418803419,3818.0,-0.003956144814557083,0.02934081421062289,-0.015582361599358666,0.005762179151388162,False,False,False,False,False,False,0.001990374508833923
rumodernbert,numeric_weight_state,conflict,2038.0,0.008473798804254473,0.001730984802794316,-0.013197010217762132,-0.0068694798822374874,915.0,-0.03256948493400813,0.019845524724177097,-0.015402015613467062,-0.019672131147540985,7418.0,-0.059672703965415685,0.015200522359220063,-0.015669473367417395,0.0013480722566729577,False,False,False,False,False,False,0.001730984802794316
minilm,missingness,very_high,4205.0,-0.0031847336997838926,0.0017224470874281856,-0.002066600627064324,0.004042806183115339,2148.0,0.001263819778482389,0.006061957539190133,-0.00210202258019733,0.0023277467411545625,7211.0,-0.02968652493146251,-0.005515720716045095,-0.010723230242775198,-0.006379142976008875,False,False,False,False,False,False,0.0017224470874281856
rumodernbert,title_similarity,medium,3276.0,-0.002455594445709197,0.0014237694738283378,-0.01824003802891691,-0.011294261294261294,1015.0,-0.008080455963994482,0.08283113250451826,-0.009413797860670366,-0.013793103448275862,9308.0,-0.021265596810248755,0.01615803496479684,-0.015813264527733538,-0.0032230339492909325,False,False,False,False,False,False,0.0014237694738283378
minilm,bge_score_bin,.975-.99,273.0,0.038064729033602696,0.0013704559509212897,-0.016780410930787252,0.0,61.0,-0.06619331065759637,0.2850191580126085,-1.1749932023345448e-05,0.0,807.0,0.007943237242667434,0.001389744498232789,-0.015403553372643694,-0.0012391573729863693,False,False,False,False,False,False,0.0013704559509212897
rumodernbert,bge_score_bin,.025-.05,1324.0,0.0352078952739619,0.0012081282807361096,-0.027940288104828775,-0.0007552870090634441,637.0,-0.02258434986173441,0.08723422270154475,-0.018880876861629623,-0.0015698587127158557,6226.0,0.024576927092828008,0.026976499537789855,-0.0271795800767529,0.0004818503051718599,False,False,False,False,False,False,0.0012081282807361096
minilm,bge_uncertainty,extreme,8109.0,0.014829323858784993,0.0009796832264227376,-0.009865897935944147,-0.0008632383771118511,3371.0,0.002774855248261432,0.022076874432202073,-0.00512351616417205,-0.0005932957579353308,30322.0,-0.006040364028507328,0.0024561311347114445,-0.013468816995042756,-0.0011872567772574368,False,False,False,False,False,False,0.0009796832264227376
rumodernbert,brand_state,match,1095.0,0.009914254564450165,0.0008866277024039977,-0.015635759677940217,-0.006392694063926941,573.0,-0.017764751609652407,0.00711354789284961,-0.026250539254173668,-0.02268760907504363,2598.0,-0.011634375001604913,0.011163650437534983,-0.01353115980532931,-0.0023094688221709007,False,False,False,False,False,False,0.0008866277024039977
rumodernbert,bge_score_bin,00-.01,2791.0,-0.027303712822666255,0.0008518429872152666,-0.011599360191013222,0.0,1001.0,0.011104381914103179,0.04826477228628713,-0.009683676295325922,0.0,9047.0,-0.008351538824192824,0.0055696082463764654,-0.015970325506858448,0.0,False,False,False,False,False,False,0.0008518429872152666
rumodernbert,attribute_key_overlap,medium,3566.0,-0.011313472247384104,0.0008189941724253369,-0.013841648046169764,-0.00532809871003926,1889.0,-0.037768371087416264,0.011178879368407576,-0.017493407324419872,-0.014293276866066702,11283.0,-0.014659829731985874,0.00872172744444244,-0.017793731554812713,-0.0005317734645041213,False,False,False,False,False,False,0.0008189941724253369
rumodernbert,model_sku_code_state,match,1114.0,-0.004533546507234254,0.0006871222289361139,-0.016131947275229833,-0.0026929982046678637,775.0,0.0018672162897953037,0.007472177063838644,-0.023791229854011157,-0.02064516129032258,4880.0,-0.002653510549466276,0.00700191240437611,-0.014696624691774171,0.0012295081967213116,False,False,False,False,False,False,0.0006871222289361139
rumodernbert,title_code_state,match,1114.0,-0.004533546507234254,0.0006871222289361139,-0.016131947275229833,-0.0026929982046678637,775.0,0.0018672162897953037,0.007472177063838644,-0.023791229854011157,-0.02064516129032258,4880.0,-0.002653510549466276,0.00700191240437611,-0.014696624691774171,0.0012295081967213116,False,False,False,False,False,False,0.0006871222289361139
rumodernbert,numeric_conflict_count,multiple,3439.0,-0.021824104868856553,0.0006149875519178813,-0.013628695727178028,-0.006687990694969468,1554.0,-0.005389367402338308,0.03799056650818821,-0.014350088593009189,-0.017374517374517374,12955.0,-0.011965411904640288,0.0051199178699801624,-0.017146361067188,7.719027402547279e-05,False,False,False,False,False,False,0.0006149875519178813
minilm,bge_score_bin,00-.01,2791.0,-0.019021253486938228,0.000558816881102066,-0.004482463977704602,0.0,1001.0,0.0767186790513247,0.010682428448932055,-0.002378052899767898,0.0,9047.0,0.00462150717423538,0.004361726311085964,-0.007255757329746833,0.0,False,False,False,False,False,False,0.000558816881102066
rumodernbert,attribute_agreement,mixed,3204.0,-0.003204232484509295,0.0005110115104519762,-0.014474675725227627,-0.00749063670411985,1668.0,-0.019503610105145508,0.017165831534157048,-0.018062626291567175,-0.020983213429256596,12908.0,-0.011549203453476209,0.011076451768908781,-0.018544685795862367,-0.001007127362875736,False,False,False,False,False,False,0.0005110115104519762
minilm,numeric_primary_conflict,weight,2421.0,0.0526080916033036,0.010001889065835632,0.001369064762310054,0.007021891780256092,1047.0,-0.013648264043670644,0.00047458050272813354,0.0035788695462310015,0.008595988538681949,5796.0,-0.0031983919954373663,-0.010896321575672012,-0.005035204857710055,-0.002933057280883368,True,False,False,False,False,False,0.00047458050272813354
rumodernbert,bge_uncertainty,extreme,8109.0,0.013065450435725379,0.000465862014078341,-0.023359878778220496,-0.0007399186089530152,3371.0,-0.005895867160178481,0.085471028301133,-0.01831421715306503,-0.0011865915158706616,30322.0,-0.002443914493741872,0.015996456978806813,-0.02299937684424202,-0.0004617109689334477,False,False,False,False,False,False,0.000465862014078341
rumodernbert,numeric_size_state,match,260.0,-0.024455111292268072,0.0003523735193964906,-0.015298206322208548,-0.007692307692307693,164.0,0.056928888577640335,0.05354420870472819,-0.0019320416719959368,-0.012195121951219513,3051.0,-0.00012377619603776147,0.006377186159748958,-0.025621658405676723,-0.008849557522123894,False,False,False,False,False,False,0.0003523735193964906
rumodernbert,numeric_optical_state,one_missing,110.0,-0.005388471177944831,0.00020005497198239108,-0.0042034278036391535,0.00909090909090909,44.0,-0.03541666666666665,0.00719816104286709,0.019379183214782228,0.06818181818181818,,,,,,False,False,False,False,False,False,0.00020005497198239108
minilm,bge_score_bin,.95-.975,345.0,0.01042049712006976,0.00015601447427544642,-0.023504881236864172,-0.002898550724637681,132.0,-0.08646587007786344,0.15867333233060432,-0.0032245550643314014,0.007575757575757576,951.0,0.08357379783866214,-0.00570598270446325,-0.026666908046048522,-0.005257623554153523,False,False,False,False,False,False,0.00015601447427544642
minilm,model_attribute_state,both_missing,6371.0,-0.0006890841465895248,-8.831103664011132e-05,-0.002709547686369565,0.0031392246115209545,3200.0,0.006847598023776713,0.009382302591553138,0.0021002354441088753,0.0046875,9761.0,-0.02542141193456693,0.0012529190550073374,-0.008723995157738147,-0.0037905952258989856,False,True,False,False,False,False,-8.831103664011132e-05
rumodernbert,attribute_count,20-39,2909.0,-0.004547404546059508,-9.063883611656365e-05,-0.012668558273298023,-0.004125128910278446,1361.0,-0.0314698035731788,0.013099438708020243,-0.016378934874425703,-0.020573108008817047,20000.0,-0.015249458552727413,0.004205484397314934,-0.016492592622671873,-0.0015,False,False,False,False,False,False,-9.063883611656365e-05
rumodernbert,numeric_primary_conflict,weight,2421.0,-0.01898490439209921,-0.00014740310194465595,-0.020142142488531856,-0.0057827344072697235,1047.0,0.0061070152417948,0.03237830606120659,-0.022199168879501636,-0.029608404966571154,5796.0,-0.0021262526771245183,0.015391294085793166,-0.013538356977448238,0.0015527950310559005,False,False,False,False,False,False,-0.00014740310194465595
minilm,numeric_conflict_count,one,4485.0,-0.0014788203178707215,-0.0001495593461589493,-0.0022105317877899127,0.002452619843924192,2119.0,0.015214676189978016,0.005629316378547632,-0.00032712497306644164,-0.005191127890514393,18172.0,-0.02541937787827986,-0.00935056978307131,-0.008950433337780344,-0.0036869909751265683,False,False,False,False,False,False,-0.0001495593461589493
rumodernbert,numeric_size_state,one_missing,2203.0,-0.014123660899016732,-0.00041505879354263465,-0.014543886081518048,-0.0027235587834770767,1106.0,-0.016021928630644222,0.01565368180676952,-0.014898603453659455,-0.0081374321880651,16133.0,-0.002104819963559157,0.010780552223082421,-0.015569262301607968,0.0006198475175106924,False,False,False,False,False,False,-0.00041505879354263465
minilm,numeric_pack_count_state,match,3074.0,0.0032086863066282945,-0.0007221169742752338,0.0010287796868907648,0.008458035133376708,1450.0,-0.004821449778175779,0.007280468263357863,0.0014654917159952737,0.000689655172413793,8886.0,-0.02925512543858777,-0.0057383929785886365,-0.007266602255798597,-0.004388926401080351,False,False,False,False,False,False,-0.0007221169742752338
rumodernbert,attribute_key_overlap,low,3038.0,0.0012713965435700025,-0.0008335505042244322,-0.01701547661106074,-0.005595786701777485,1359.0,0.03504675889656972,0.033456549432957255,-0.018723295419118213,-0.01913171449595291,13573.0,-0.0019849589936624668,0.004146887368856082,-0.014886878009876698,-0.00022102703897443454,False,False,False,False,False,False,-0.0008335505042244322
rumodernbert,numeric_power_state,conflict,500.0,0.015414175979423406,-0.0009280709089590502,-0.002991560205773567,0.002,194.0,0.025150274562039276,0.0076012065383337536,-0.00768479125938179,-0.015463917525773196,3331.0,-0.009970585484897931,0.005722717919715782,-0.01583420216318089,0.0012008405884118883,False,False,False,False,False,False,-0.0009280709089590502
rumodernbert,missingness,high,1102.0,-0.025472746063649465,-0.001200625895315952,-0.018379538239137492,-0.009981851179673321,653.0,-0.027261788721124613,0.039058437278557984,-0.020296749991727037,-0.02450229709035222,995.0,-0.009072618560319268,0.09954139118378043,-0.01033805884191551,0.003015075376884422,False,False,False,False,False,False,-0.001200625895315952
rumodernbert,numeric_pack_count_state,conflict,1075.0,-0.009824153883436715,-0.0013804238182757677,-0.016901575500649118,-0.0037209302325581397,407.0,-0.014979387041875736,0.04082009771670587,-0.023862881228772247,-0.022113022113022112,1898.0,0.04318898660073822,0.009658470088808895,-0.016384731229804765,0.002107481559536354,False,False,False,False,False,False,-0.0013804238182757677
minilm,attribute_key_overlap,low,3038.0,0.01481642030203767,0.0048584705569411244,-9.119120644457752e-06,0.004608294930875576,1359.0,0.009941940794607473,-0.001392837322831314,0.0006567520105123733,-0.005886681383370125,13573.0,-0.023968993179444897,-0.010819938391490952,-0.008852017652228624,-0.0020629190304280558,False,False,False,False,False,False,-0.001392837322831314
minilm,numeric_optical_state,conflict,218.0,0.19444444444444442,0.011641639285853034,-0.00138631787054575,0.0,87.0,,-0.0014703148576462283,-0.0014410969132528074,0.0,,,,,,False,False,False,False,False,False,-0.0014703148576462283
minilm,numeric_volume_state,one_missing,610.0,0.027008642672092686,-0.0015805645714688356,-0.0008723008809596888,0.001639344262295082,210.0,-0.028542322103152995,0.009115337102058262,0.0003019925087712528,-0.01904761904761905,3046.0,-0.18019357329726293,8.62579562557196e-05,-0.0060720655958151236,-0.0013131976362442547,False,False,False,False,False,False,-0.0015805645714688356
rumodernbert,numeric_dimensions_state,match,2283.0,-0.0023993789433562895,-0.0015851908339111437,-0.018238255470303045,-0.003504161191414805,1170.0,-0.039282056634107165,0.04348742297440301,-0.020183419455880095,-0.028205128205128206,4991.0,-0.005214519451071764,0.0147806307135624,-0.017231029051671745,0.0012021638950110197,False,False,False,False,False,False,-0.0015851908339111437
minilm,numeric_pack_count_state,one_missing,4596.0,0.005153546885829363,-0.0016026457555653665,-0.0027851717222817938,0.0030461270670147957,2207.0,-0.0007057309522781607,0.000900504425873853,0.0038515147649178837,0.008608971454463071,16564.0,-0.025884238313712116,-0.009819370791374493,-0.009845406178785848,-0.0046486355952668435,False,False,False,False,False,False,-0.0016026457555653665
rumodernbert,title_similarity,high,2037.0,0.007371017876692143,-0.0016127870313589522,-0.01628217669316535,-0.0014727540500736377,1583.0,-0.013094360053118648,0.0060834991545986985,-0.02555277761006671,-0.022109917877447885,4845.0,-0.020876256054786158,0.02777532186436607,-0.017053504707519988,-0.000412796697626419,False,False,False,False,False,False,-0.0016127870313589522
rumodernbert,attribute_count,40+,166.0,-0.0003973407544837215,-0.0016802787129674651,-0.005686109432754603,0.018072289156626505,60.0,-0.006547387186274012,0.09344228698703107,0.0009310255428620924,0.06666666666666667,1142.0,-0.005027048298424042,0.03104938925381644,-0.022482543834994814,0.005253940455341506,False,False,False,False,False,False,-0.0016802787129674651
minilm,numeric_primary_conflict,power,414.0,-0.129654058063149,-0.0018389901147361917,0.0017912503735803165,-0.0024154589371980675,186.0,0.019829598506069135,0.013024120053138391,0.00542263016635139,0.010752688172043012,875.0,-0.018059840011406703,-0.02444945919988374,-0.004454459890856274,-0.002285714285714286,False,True,False,False,False,False,-0.0018389901147361917
minilm,attribute_key_overlap,tiny,1444.0,0.01415495769870545,0.0019444185207290246,0.0032490586404529996,0.007617728531855956,591.0,-0.035601841625114594,-0.0019466658332464978,0.003743880689298764,0.005076142131979695,9513.0,0.002770657570673407,-0.004423180783603501,-0.007315348916597893,-0.0035740565541890045,True,False,False,False,False,False,-0.0019466658332464978
rumodernbert,bge_sequence_length,128-255,5139.0,-0.012071493319249615,-0.002211785559665524,-0.016109243543642418,-0.0033080365829928,2312.0,-0.03572445642335653,0.020324045252944078,-0.020883809660646756,-0.022923875432525952,24738.0,-0.006080614291687048,0.004520641344475978,-0.015610791407167753,-0.0013339801115692456,False,False,False,False,False,False,-0.002211785559665524
rumodernbert,numeric_primary_conflict,dimensions,1901.0,-0.012350083013303759,-0.0022740605641435275,-0.014926997914039558,0.0015781167806417674,962.0,-0.01688933743220289,0.040198450533539695,-0.017557892091058885,-0.02598752598752599,2297.0,-0.0047201386598035855,0.011713587384872673,-0.011501276374251086,-0.00130605137135394,False,False,False,False,False,False,-0.0022740605641435275
rumodernbert,numeric_primary_conflict,model_number,1007.0,-0.0057956522323147075,-0.002324711873002161,-0.011156061479253944,0.0009930486593843098,521.0,0.003152220983251741,0.043292678217313314,-0.01076005808580059,-0.011516314779270634,2863.0,-0.017116478124897916,0.034439237627571305,-0.01600789451897686,-0.00034928396786587494,False,False,False,False,False,False,-0.002324711873002161
rumodernbert,bge_score_bin,.05-.10,1144.0,0.07305188919369954,-0.002362182853817019,-0.031084286356735585,0.0,551.0,0.011983878352568145,0.03468328895914822,-0.030079342115555505,0.0,4995.0,0.03923064013273589,0.03154174410955035,-0.02341734733231164,-0.0002002002002002002,False,False,False,False,False,False,-0.002362182853817019
minilm,category,Бытовая химия,642.0,-0.00468190857116213,0.002587729389139328,0.0015388485586424459,0.0,311.0,0.012726552535628932,-0.0024297799004064746,0.0021814351506123974,0.006430868167202572,,,,,,False,False,False,False,False,False,-0.0024297799004064746
minilm,numeric_optical_state,match,178.0,0.0,-0.002447061054247334,0.0002901956082659831,0.0,167.0,-0.02316547422491287,0.0038492113356638404,0.0012748146719040634,0.0,,,,,,False,False,False,False,False,False,-0.002447061054247334
rumodernbert,title_exact_near,high_nonexact,2017.0,0.00504668952820031,-0.0024837736575295073,-0.01642121451717447,-0.0019831432821021317,1560.0,-0.01279750961839321,0.00545923842171261,-0.02590542894320093,-0.022435897435897436,4812.0,-0.02074379495990719,0.027959605263183914,-0.017152875333591187,-0.0006234413965087282,False,False,False,False,False,False,-0.0024837736575295073
rumodernbert,bge_score_bin,.975-.99,273.0,0.053217865032718636,-0.0026235642019674754,-0.02524703522741576,0.0,61.0,-0.03771825396825401,0.37624770768453764,-0.01802397873557982,-0.01639344262295082,807.0,0.003991445585543318,-0.0036282651821798123,-0.022193915209510216,-0.006195786864931847,False,False,False,False,False,False,-0.0026235642019674754
rumodernbert,missingness,very_high,4205.0,-0.01134136179477585,-0.0026581474349530094,-0.01896221011668177,-0.0064209274673008325,2148.0,-0.014733119850344645,0.020683402084974534,-0.023607238740862676,-0.014432029795158287,7211.0,-0.009979463438297143,0.012838086530960927,-0.01606521973955213,-0.004021633615309943,False,False,False,False,False,False,-0.0026581474349530094
rumodernbert,numeric_size_state,conflict,1053.0,-0.006586901549090696,0.010860527733896045,-0.006654612213798106,-0.003798670465337132,559.0,-0.01708124387622606,-0.0029103170818854055,-0.0127303666615428,-0.005366726296958855,15239.0,-0.0027833816915220355,-0.0010270192574597992,-0.01601372040859283,-0.0016405275936741256,False,False,False,False,False,False,-0.0029103170818854055
rumodernbert,numeric_pack_count_state,one_missing,4596.0,-0.0008585870423898356,-0.0030715376787181733,-0.01861251836326008,-0.004351610095735422,2207.0,-0.029661614909019807,0.014553490168454551,-0.02274817035430207,-0.022655188038060717,16564.0,-0.0017559841485015326,0.00898172055395771,-0.015619987271541286,-0.0009659502535619416,False,False,False,False,False,False,-0.0030715376787181733
minilm,numeric_primary_conflict,dimensions,1901.0,-0.0018613578703433609,-0.003122991831348759,-0.003946411389190821,0.003156233561283535,962.0,0.005030549198723477,0.00017066073763864016,-0.0021696904241139472,-0.011434511434511435,2297.0,-0.018886423664352336,-0.0034880612966408766,-0.012104313292499658,-0.0008707009142359599,False,False,False,False,False,False,-0.003122991831348759
rumodernbert,attribute_agreement,mostly_conflict,4505.0,-0.010255949812840615,-0.0031773187078548825,-0.017418091358045142,-0.00244173140954495,1981.0,-0.01053901808397395,0.041092880534627466,-0.017599371106315556,-0.013124684502776375,19786.0,-0.016611976345314527,-0.0005257883133452271,-0.015390921284787378,-0.002729202466390377,False,False,False,False,False,False,-0.0031773187078548825
rumodernbert,numeric_optical_state,conflict,218.0,0.4444444444444444,0.013464579971181329,-0.0029599541578486715,0.0,87.0,,-0.0033447428888573163,-0.003317490477153721,0.0,,,,,,False,False,False,False,False,False,-0.0033447428888573163
minilm,numeric_size_state,both_missing,8484.0,-0.0010050857551979764,-0.003355325632671091,-0.0021319460714677085,0.0027109853842527108,3985.0,-0.01915248602185554,0.0004308162536090625,-0.00046881857192128607,0.0,6748.0,-0.03835118394172132,0.009010739062810006,-0.005760071767999557,-0.0035566093657379964,False,False,False,False,False,False,-0.003355325632671091
