split,specialist,slice_type,slice_value,n,positive_rate,ap_category_count,bge_macro_ap,specialist_macro_ap,macro_ap_delta,bge_overall_ap,specialist_overall_ap,overall_ap_delta,bge_binary_error_rate_at_0p5,specialist_binary_error_rate_at_0p5,binary_corrected,binary_regressed,binary_net_correction,binary_net_correction_rate,logloss_specialist_better,logloss_bge_better,bge_logloss,specialist_logloss,logloss_gain,absolute_error_specialist_better,absolute_error_bge_better,bge_mae,specialist_mae,mae_gain
iid,rumodernbert,model_sku_code_state,conflict,2759,0.1362812613265676,17,0.7005037635748208,0.6834626029279142,-0.01704116064690664,0.6756110813897738,0.6712402803122094,-0.004370801077564379,0.09242479159115621,0.09278724175425879,46,47,-1,-0.0003624501631025734,670,1524,0.25147129985636696,0.24945032942568848,0.0020209704306785557,559,1184,0.12792714764597138,0.13840100042152412,-0.01047385277555275
iid,rumodernbert,model_sku_code_state,match,1114,0.388689407540395,18,0.9131834388971216,0.9086498923898874,-0.004533546507234254,0.9144077898877939,0.902163924223695,-0.012243865664098963,0.118491921005386,0.12118491921005387,29,32,-3,-0.0026929982046678637,269,660,0.3078941314604969,0.30720700923156075,0.0006871222289361139,229,569,0.16496548555482365,0.18109743283005347,-0.016131947275229833
iid,rumodernbert,model_sku_code_state,no_evidence,3897,0.3299974339235309,15,0.8161203100408975,0.8003333069251539,-0.015787003115743548,0.8801426087128535,0.8740335881496155,-0.006109020563238032,0.1331793687451886,0.1403643828586092,102,130,-28,-0.00718501411342058,944,2299,0.30923756472262953,0.3179780802470058,-0.00874051552437624,856,2007,0.18168244337803974,0.2033018566845808,-0.021619413306541088
iid,rumodernbert,model_sku_code_state,one_missing,4230,0.24184397163120566,18,0.7234384231419199,0.7062707850468054,-0.017167638095114457,0.7865054799061866,0.7735082707236405,-0.012997209182546099,0.13002364066193853,0.1375886524822695,107,139,-32,-0.007565011820330969,1039,2619,0.31657375909260976,0.32209822317155645,-0.005524464078946711,929,2214,0.17628825004937917,0.19587425398745603,-0.019586003938076857
iid,rumodernbert,numeric_size_state,both_missing,8484,0.3026874115983027,17,0.8062497274608946,0.7959802868734307,-0.01026944058746393,0.8563571552539325,0.8459526235655174,-0.010404531688415153,0.13142385667138143,0.13755304101838756,226,278,-52,-0.006129184347006129,2170,5214,0.3200169383977259,0.3272897270313683,-0.007272788633642508,1930,4487,0.17944948824250706,0.1995983541127951,-0.020148865870288062
iid,rumodernbert,numeric_size_state,conflict,1053,0.12345679012345678,10,0.5718908897517568,0.5653039882026661,-0.006586901549090696,0.5206509762469176,0.5396347194995637,0.018983743252646068,0.10446343779677113,0.10826210826210826,20,24,-4,-0.003798670465337132,280,614,0.2683008437520221,0.257440316018126,0.010860527733896045,243,468,0.14355417509036716,0.1502087873041653,-0.006654612213798106
iid,rumodernbert,numeric_size_state,match,260,0.19230769230769232,9,0.8845617394687283,0.8601066281764602,-0.024455111292268072,0.7472161962610614,0.7394667837301526,-0.0077494125309087725,0.11153846153846154,0.11923076923076924,4,6,-2,-0.007692307692307693,75,162,0.2955874373779146,0.2952350638585181,0.0003523735193964906,65,135,0.17046134513198363,0.18575955145419218,-0.015298206322208548
iid,rumodernbert,numeric_size_state,one_missing,2203,0.16795279164775306,18,0.7536777486187137,0.739554087719697,-0.014123660899016732,0.7819349752378842,0.7752292100997378,-0.006705765138146469,0.09169314571039491,0.09441670449387199,34,40,-6,-0.0027235587834770767,397,1112,0.22996456735410498,0.23037962614764765,-0.00041505879354263465,335,884,0.12369785586132595,0.138241741942844,-0.014543886081518048
iid,rumodernbert,numeric_ram_storage_state,both_missing,11647,0.2646174980681721,18,0.7835869422669438,0.7737715541639373,-0.009815388103006528,0.837846910044638,0.8284810251700194,-0.009365884874618535,0.1230359749291663,0.12853095217652613,280,344,-64,-0.005494977247359835,2879,6942,0.30215110724029,0.3070693190692086,-0.004918211828918645,2534,5858,0.16833098318520526,0.18649269570026034,-0.01816171251505509
iid,rumodernbert,numeric_ram_storage_state,conflict,41,0.04878048780487805,2,1.0,1.0,0.0,0.3666666666666667,0.6428571428571428,0.2761904761904761,0.04878048780487805,0.024390243902439025,1,0,1,0.024390243902439025,4,23,0.15636514087899053,0.10122580330196879,0.05513933757702175,3,16,0.06594782519042804,0.05483320834137863,0.011114616849049415
iid,rumodernbert,numeric_ram_storage_state,match,157,0.09554140127388536,2,0.8699646418396418,0.8978949869574869,0.02793034511784509,0.8071252385958267,0.7959321234321235,-0.011193115163703249,0.050955414012738856,0.05732484076433121,2,3,-1,-0.006369426751592357,19,61,0.1329115503382635,0.1251137973340781,0.007797753004185399,18,43,0.078736220052917,0.08589834467786703,-0.0071621246249500255
iid,rumodernbert,numeric_ram_storage_state,one_missing,155,0.12258064516129032,6,0.7125992063492063,0.7212632275132275,0.008664021164021207,0.7369954139886234,0.7353390966214488,-0.0016563173671746423,0.08387096774193549,0.08387096774193549,1,1,0,0.0,20,76,0.22307831761118418,0.20560417155996727,0.017474146051216943,18,57,0.09562530501420805,0.10704323693587925,-0.011417931921671206
iid,rumodernbert,numeric_volume_state,both_missing,10119,0.24597292222551637,18,0.7869559826604551,0.7763839306677927,-0.010572051992662423,0.8349763229576382,0.8263608281015543,-0.008615494856083927,0.1160193695029153,0.12086174523174227,227,276,-49,-0.004842375728826959,2425,5914,0.28764370374143255,0.2912545262709055,-0.0036108225294729734,2116,4912,0.15857511312288963,0.17562461051393002,-0.017049497391040398
iid,rumodernbert,numeric_volume_state,conflict,287,0.12195121951219512,9,0.812497925673802,0.8074227402619578,-0.005075185411844152,0.6597650352347181,0.5903631680618131,-0.06940186717290497,0.09059233449477352,0.11149825783972125,7,13,-6,-0.020905923344947737,46,176,0.23086869899953444,0.2644554275461444,-0.03358672854660993,38,150,0.12182759293680565,0.15678352407440999,-0.03495593113760433
iid,rumodernbert,numeric_volume_state,match,984,0.43089430894308944,14,0.8952148473671085,0.8714587866991969,-0.023756060667911694,0.8943418918553463,0.8865935002495966,-0.007748391605749694,0.15447154471544716,0.15548780487804878,30,31,-1,-0.0010162601626016261,287,643,0.36279526433018816,0.3727099739811708,-0.009914709650982656,264,587,0.2171339674716024,0.23847841535840653,-0.02134444788680412
iid,rumodernbert,numeric_volume_state,one_missing,610,0.2786885245901639,15,0.7051577589795779,0.7317690305475769,0.02661127156799903,0.706750548783674,0.7122268892339584,0.005476340450284334,0.17049180327868851,0.18360655737704917,20,28,-8,-0.013114754098360656,164,369,0.40506995830034337,0.39712828929375454,0.007941669006588799,155,325,0.2249056032146938,0.24196928572119594,-0.017063682506502163
iid,rumodernbert,numeric_weight_state,both_missing,4907,0.268188302425107,17,0.7828194794216083,0.7652805462602691,-0.017538933161339254,0.844890358195288,0.8367884403874141,-0.008101917807873948,0.12390462604442633,0.12838801711840228,114,136,-22,-0.004483391073975953,1194,2800,0.30009402081067643,0.30623067592920294,-0.006136655118526494,1044,2357,0.16711465335569517,0.18482640355085034,-0.01771175019515519
iid,rumodernbert,numeric_weight_state,conflict,2038,0.13837095191364082,16,0.6978640719333828,0.7063378707376373,0.008473798804254473,0.6608238398756342,0.665293516893154,0.004469677017519769,0.09764474975466143,0.10451422963689892,33,47,-14,-0.0068694798822374874,478,1174,0.2502777209470268,0.2485467361442325,0.001730984802794316,415,924,0.13590648790975635,0.14910349812751847,-0.013197010217762132
iid,rumodernbert,numeric_weight_state,match,1437,0.36116910229645094,17,0.8864338616199048,0.8609446196113794,-0.025489242008525426,0.8750263527462051,0.8583606336782765,-0.016665719067928575,0.1315240083507307,0.13778705636743216,38,47,-9,-0.006263048016701462,310,972,0.3418995824543679,0.34935479437492256,-0.007455211920554662,273,866,0.1768348399249692,0.2070423534706918,-0.030207513545722608
iid,rumodernbert,numeric_weight_state,one_missing,3618,0.27667219458264236,18,0.811002406618658,0.8105021708780378,-0.0005002357406201918,0.8483760291990019,0.8364480941437571,-0.01192793505524481,0.1271420674405749,0.13239358761746822,99,118,-19,-0.005251520176893312,940,2156,0.30599008127185734,0.3098018560929768,-0.0038117748211194337,841,1827,0.17670470963729767,0.19239092782120665,-0.015686218183908977
iid,rumodernbert,numeric_dimensions_state,both_missing,3527,0.29571874113977886,17,0.798822588574171,0.7877880844816674,-0.011034504092503616,0.8422394553990361,0.8353019159006527,-0.006937539498383383,0.1386447405727247,0.14346470087893393,105,122,-17,-0.004819960306209243,988,2174,0.3307529804459816,0.33482854812791263,-0.004075567681931047,879,1899,0.18839075527675905,0.20722303754194693,-0.01883228226518788
iid,rumodernbert,numeric_dimensions_state,conflict,2263,0.15112682280159082,18,0.7291541984711577,0.7147040515877914,-0.014450146883366322,0.746746726594807,0.7457133026743022,-0.0010334239205047613,0.0897039328325232,0.0905877154220062,35,37,-2,-0.0008837825894829872,435,1167,0.231523496774948,0.22617421277017083,0.0053492840047771354,373,897,0.12161942544854479,0.13213015827396102,-0.01051073282541624
iid,rumodernbert,numeric_dimensions_state,match,2283,0.26982041173894,16,0.8018511783004274,0.7994517993570711,-0.0023993789433562895,0.8484405338085129,0.845377246457928,-0.00306328735058492,0.11914148050810337,0.12264564169951818,58,66,-8,-0.003504161191414805,520,1332,0.2927428105888907,0.2943280014228018,-0.0015851908339111437,454,1118,0.1587061654850962,0.17694442095539925,-0.018238255470303045
iid,rumodernbert,numeric_dimensions_state,one_missing,3927,0.2844410491469315,18,0.7887840207502684,0.7821918032285577,-0.006592217521710686,0.8492656406875876,0.8341155630329289,-0.0151500776546587,0.1252864782276547,0.1347084288260759,86,123,-37,-0.009421950598421186,979,2429,0.3112232996250102,0.32273358031917426,-0.011510280694164134,867,2060,0.17530766523115424,0.19622001924543367,-0.020912354014279433
iid,rumodernbert,numeric_pack_count_state,both_missing,3255,0.26328725038402456,18,0.8324558242876122,0.8142970215693996,-0.018158802718212574,0.864428055075615,0.8524811557008631,-0.011946899374751907,0.10967741935483871,0.11981566820276497,60,93,-33,-0.010138248847926268,782,1937,0.277480303836446,0.28468222055615783,-0.0072019167197117555,691,1612,0.1569541768406138,0.17384600093158248,-0.016891824090968677
iid,rumodernbert,numeric_pack_count_state,conflict,1075,0.15627906976744185,16,0.7411209370058309,0.7312967831223942,-0.009824153883436715,0.7576203689361388,0.7511195383983097,-0.0065008305378291276,0.08465116279069768,0.08837209302325581,19,23,-4,-0.0037209302325581397,214,625,0.242143654725608,0.2435240785438838,-0.0013804238182757677,184,502,0.12674367573943401,0.14364525124008312,-0.016901575500649118
iid,rumodernbert,numeric_pack_count_state,match,3074,0.27423552374756016,17,0.8047518594278102,0.7863521455044686,-0.01839971392334161,0.8468057724055569,0.8387587063169785,-0.008047066088578414,0.12134027325959662,0.1236174365647365,81,88,-7,-0.002277163305139883,738,1854,0.292753839896661,0.29667250573025394,-0.003918665833593006,642,1562,0.1643537731372686,0.1823345096073947,-0.0179807364701261
iid,rumodernbert,numeric_pack_count_state,one_missing,4596,0.2719756309834639,18,0.7630357822729732,0.7621771952305834,-0.0008585870423898356,0.8198321036016104,0.8116945839190021,-0.00813751968260834,0.13816362053959966,0.14251523063533508,124,144,-20,-0.004351610095735422,1188,2686,0.3301960504300566,0.3332675881087748,-0.0030715376787181733,1056,2298,0.18234976831078115,0.20096228667404123,-0.01861251836326008
iid,rumodernbert,numeric_power_state,both_missing,10973,0.27203134967647863,18,0.7845014334953601,0.7751447842709682,-0.009356649224391833,0.839288040610037,0.8303892163506641,-0.00889882425937294,0.12558097147543973,0.1312312038640299,265,327,-62,-0.0056502323885901755,2781,6771,0.30989695552398916,0.3147561707469079,-0.004859215222918731,2453,5721,0.17243395748489174,0.19123302356953714,-0.018799066084645405
iid,rumodernbert,numeric_power_state,conflict,500,0.038,6,0.5900055697719897,0.6054197457514131,0.015414175979423406,0.5954408640013947,0.59403707968833,-0.0014037843130647598,0.034,0.032,4,3,1,0.002,39,73,0.08528918009419424,0.0862172510031533,-0.0009280709089590502,28,51,0.039276413901345224,0.042267974107118786,-0.002991560205773567
iid,rumodernbert,numeric_power_state,match,259,0.18532818532818532,5,0.8418162634682862,0.822581507204289,-0.019234756263997177,0.7966876797781177,0.7449519161243564,-0.05173576365376131,0.09652509652509653,0.10424710424710425,7,9,-2,-0.007722007722007722,44,109,0.23502573383143954,0.24302197722725682,-0.007996243395817277,40,86,0.12811341157451503,0.14199960806856965,-0.013886196494054608
iid,rumodernbert,numeric_power_state,one_missing,268,0.2462686567164179,8,0.8255142646269438,0.7937112488026691,-0.031803015824274694,0.8256570807774951,0.8412248127312378,0.015567731953742725,0.13432835820895522,0.13805970149253732,8,9,-1,-0.0037313432835820895,58,149,0.2872896319491167,0.26950503991955854,0.017784592029558212,52,116,0.16977960741124704,0.1794570038453919,-0.009677396434144883
iid,rumodernbert,numeric_optical_state,both_missing,11494,0.27057595267095874,18,0.7843621418255239,0.7756401527956913,-0.008721989029832566,0.837301089697282,0.828163639557169,-0.009137450140113024,0.12606577344701583,0.1317208978597529,283,348,-65,-0.00565512441273708,2903,7023,0.3094568832627451,0.3140077306383836,-0.004550847375638492,2561,5934,0.17242691316768471,0.19091317867537205,-0.01848626550768733
iid,rumodernbert,numeric_optical_state,conflict,218,0.009174311926605505,2,0.5555555555555556,1.0,0.4444444444444444,0.53125,0.8333333333333333,0.30208333333333326,0.009174311926605505,0.009174311926605505,0,0,0,0.0,3,37,0.03911596741420983,0.025651387443028494,0.013464579971181329,2,17,0.01045182937764992,0.013411783535498592,-0.0029599541578486715
iid,rumodernbert,numeric_optical_state,match,178,0.0056179775280898875,1,1.0,0.25,-0.75,0.5,0.2,-0.3,0.0056179775280898875,0.0056179775280898875,0,0,0,0.0,2,12,0.013205869050874293,0.02297443768125966,-0.00976856863038536,1,5,0.006492960406034031,0.008623390607395224,-0.0021304302013611938
iid,rumodernbert,numeric_optical_state,one_missing,110,0.045454545454545456,4,0.6732456140350876,0.6678571428571428,-0.005388471177944831,0.6678260869565218,0.6581430745814307,-0.00968301237509106,0.03636363636363636,0.02727272727272727,1,0,1,0.00909090909090909,14,30,0.12030752388355355,0.12010746891157117,0.00020005497198239108,9,18,0.04662859191303141,0.05083201971667057,-0.0042034278036391535
iid,rumodernbert,numeric_conflict_count,multiple,3439,0.1558592614132015,18,0.6951928024136496,0.673368697544793,-0.021824104868856553,0.7397597528349782,0.7275873162509757,-0.012172436584002466,0.09188717650479791,0.09857516719976737,50,73,-23,-0.006687990694969468,673,1806,0.2415266285277104,0.24091164097579254,0.0006149875519178813,570,1433,0.12555863524682873,0.13918733097400676,-0.013628695727178028
iid,rumodernbert,numeric_conflict_count,none,4076,0.36261040235525027,18,0.8157111047534349,0.8046897295274128,-0.01102137522602209,0.8661200358912982,0.8574275726330521,-0.00869246325824602,0.1543179587831207,0.16290480863591755,119,154,-35,-0.00858684985279686,1171,2540,0.3656240855144561,0.3732938052463589,-0.007669719731902827,1045,2247,0.208465631992854,0.22946049963248966,-0.02099486763963564
iid,rumodernbert,numeric_conflict_count,one,4485,0.24615384615384617,18,0.7952251340129104,0.7941808045588732,-0.0010443294540372072,0.8392485751039929,0.8309650478772985,-0.008283527226694343,0.11393534002229655,0.115273132664437,115,121,-6,-0.0013377926421404682,1078,2756,0.2809621675301711,0.2858545031009563,-0.004892335570785176,958,2294,0.1580682872240103,0.1762452848340642,-0.01817699761005389
iid,rumodernbert,numeric_match_count,multiple,1975,0.31848101265822787,18,0.8558821750929668,0.8468277407318792,-0.00905443436108766,0.8697716882969727,0.8587675265568562,-0.011004161740116536,0.1260759493670886,0.12759493670886077,53,56,-3,-0.0015189873417721519,454,1180,0.30289743675412334,0.30988003508156,-0.006982598327436589,398,1010,0.1684807490008512,0.1887701006098562,-0.020289351609005014
iid,rumodernbert,numeric_match_count,none,5682,0.22949665610700457,18,0.7310482455498418,0.718866787194768,-0.012181458355073782,0.8050567148279272,0.7970813904136966,-0.007975324414230545,0.1216121084125308,0.12794790566701866,128,164,-36,-0.006335797254487857,1444,3322,0.2972989847839881,0.30075180406603286,-0.00345281928204477,1271,2742,0.1661572670401262,0.1817848877746738,-0.015627620734547612
iid,rumodernbert,numeric_match_count,one,4343,0.272852866682017,18,0.7893163973824484,0.7774138489285229,-0.011902548453925466,0.849614500883672,0.8401950283219175,-0.00941947256175446,0.1188118811881188,0.12456827078056643,103,128,-25,-0.005756389592447617,1024,2600,0.29784340324764513,0.3019141860277271,-0.004070782780082016,904,2222,0.16430653009848611,0.18390136982782698,-0.01959483972934086
iid,rumodernbert,numeric_primary_conflict,dimensions,1901,0.2477643345607575,18,0.800154621489946,0.7878045384766422,-0.012350083013303759,0.8527806248729946,0.8475647293670361,-0.005215895505958468,0.11309836927932668,0.1115202524986849,49,46,3,0.0015781167806417674,444,1100,0.2731998404060373,0.2754739009701808,-0.0022740605641435275,385,895,0.15324514204105918,0.16817213995509872,-0.014926997914039558
iid,rumodernbert,numeric_primary_conflict,model_number,1007,0.21449851042701093,17,0.8650395000639605,0.8592438478316458,-0.0057956522323147075,0.8250401158380892,0.8272268747620284,0.0021867589239391583,0.09433962264150944,0.09334657398212512,18,17,1,0.0009930486593843098,298,557,0.2685648041055272,0.2708895159785294,-0.002324711873002161,246,461,0.13870872936709558,0.14986479084634952,-0.011156061479253944
iid,rumodernbert,numeric_primary_conflict,none,3067,0.41147701336811215,18,0.8037774455455854,0.786138123652489,-0.01763932189309636,0.8701654297245877,0.8599850634126553,-0.01018036631193231,0.17411150961851973,0.18584936419954354,101,137,-36,-0.011737854581023801,872,1982,0.39756579450783847,0.4070029587945462,-0.009437164286707772,798,1786,0.23136988362146213,0.2556131179372373,-0.02424323431577516
iid,rumodernbert,numeric_primary_conflict,pack_count,1357,0.2431834929992631,17,0.8510263514511152,0.8408147306234324,-0.010211620827682788,0.8580603414554525,0.8455883388529313,-0.012472002602521237,0.105379513633014,0.10906411201179071,29,34,-5,-0.0036845983787767134,328,793,0.26557578869650955,0.2760978262844367,-0.010522037587927226,295,673,0.15233676788868455,0.16945707488251033,-0.017120306993825753
iid,rumodernbert,numeric_primary_conflict,power,414,0.036231884057971016,4,0.7462912087912088,0.7317458941920149,-0.014545314599193948,0.6474505556935898,0.5441350768254793,-0.10331547886811043,0.026570048309178744,0.028985507246376812,3,4,-1,-0.0024154589371980675,23,58,0.07281713255392257,0.08009312120855973,-0.007275988654637163,17,43,0.035544059147675444,0.04103835147054999,-0.005494292322874541
iid,rumodernbert,numeric_primary_conflict,ram_storage,173,0.06936416184971098,3,0.6884407096171802,0.6755796055796056,-0.012861104037574567,0.757436544936545,0.8189738774297599,0.061537332493214913,0.046242774566473986,0.04046242774566474,3,2,1,0.005780346820809248,16,69,0.11328912095660063,0.09605450542909591,0.01723461552750468,14,46,0.059263072095709086,0.062240307083396465,-0.002977234987687384
iid,rumodernbert,numeric_primary_conflict,size,1191,0.12342569269521411,10,0.5623651566291595,0.5455592814487827,-0.016805875180376795,0.5459327662965823,0.5607057085469725,0.014772942250390275,0.10075566750629723,0.10495382031905962,21,26,-5,-0.0041981528127623844,317,699,0.2626114939017206,0.2544778623928667,0.008133631508853883,273,536,0.1427921263836524,0.15033665515209127,-0.007544528768438872
iid,rumodernbert,numeric_primary_conflict,volume,449,0.28507795100222716,10,0.8741064661644298,0.8478466561710348,-0.026259809993394945,0.8751452583039913,0.8435448282068388,-0.03160043009715241,0.111358574610245,0.1291759465478842,12,20,-8,-0.017817371937639197,102,314,0.29237615247521676,0.3242535323079906,-0.03187737983277385,89,282,0.16765518975236718,0.20386257008825717,-0.03620738033589001
iid,rumodernbert,numeric_primary_conflict,weight,2421,0.22139611730689798,17,0.7311709292851845,0.7121860248930852,-0.01898490439209921,0.7822005678129512,0.7713435818287351,-0.010856985984216139,0.11524163568773234,0.12102437009500207,48,62,-14,-0.0057827344072697235,519,1522,0.2936536781235588,0.2938010812255034,-0.00014740310194465595,453,1247,0.1533667937434452,0.17350893623197705,-0.020142142488531856
iid,rumodernbert,attribute_key_overlap,high,855,0.23157894736842105,18,0.7876423542546167,0.7921444581683901,0.00450210391377337,0.7740999713586698,0.7699210699537966,-0.004178901404873203,0.12280701754385964,0.13216374269005848,25,33,-8,-0.00935672514619883,203,560,0.32671215346492893,0.3202941976641825,0.006417955800746485,173,457,0.1713509829108139,0.1915877821764021,-0.020236799265588197
iid,rumodernbert,attribute_key_overlap,low,3038,0.23963133640552994,18,0.7509246238114035,0.7521960203549735,0.0012713965435700025,0.816796233445103,0.8084669349635786,-0.008329298481524416,0.11981566820276497,0.12541145490454247,73,90,-17,-0.005595786701777485,742,1808,0.29596663010451274,0.2968001806087372,-0.0008335505042244322,646,1492,0.16282407449355435,0.1798395511046151,-0.01701547661106074
iid,rumodernbert,attribute_key_overlap,medium,3566,0.19938306225462704,18,0.7769182585003743,0.7656047862529902,-0.011313472247384104,0.8017961357701328,0.7962061952168661,-0.00558994055326667,0.10235558048233315,0.1076836791923724,56,75,-19,-0.00532809871003926,796,1919,0.2653963162611691,0.2645773220887438,0.0008189941724253369,686,1569,0.1400797923014142,0.15392144034758398,-0.013841648046169764
iid,rumodernbert,attribute_key_overlap,none,3061,0.3750408363279974,17,0.7941277542004717,0.774734421014169,-0.019393333186302653,0.8782746398867871,0.8688162211041109,-0.00945841878267617,0.15027768703038222,0.15713819013394315,94,115,-21,-0.006860503103560928,846,1927,0.34895955107253346,0.36421270549049545,-0.015253154417962036,774,1718,0.20564479490591994,0.22884611130411162,-0.02320131639819167
iid,rumodernbert,attribute_key_overlap,tiny,1444,0.22299168975069253,17,0.810079905913956,0.8083753863982343,-0.001704519515721703,0.8334290812206697,0.8060789453604035,-0.027350135860266245,0.11080332409972299,0.10872576177285319,35,32,3,0.002077562326869806,327,864,0.2638294036020574,0.2696438842680601,-0.005814480666002688,288,716,0.14872724673320722,0.1647280859365902,-0.016000839203382956
iid,rumodernbert,attribute_key_overlap,very_high,36,0.3055555555555556,4,1.0,1.0,0.0,0.9757575757575758,0.9805194805194806,0.004761904761904745,0.05555555555555555,0.1111111111111111,1,3,-2,-0.05555555555555555,8,24,0.19404298735521336,0.24622364604258357,-0.05218065868737023,6,22,0.15300836887844424,0.1943628086656746,-0.04135443978723035
iid,rumodernbert,attribute_agreement,mixed,3204,0.16760299625468164,18,0.7628132042686947,0.7596089717841854,-0.003204232484509295,0.7596232539108229,0.7525674762963385,-0.007055777614484393,0.09644194756554307,0.10393258426966293,54,78,-24,-0.00749063670411985,645,1743,0.24986360662184795,0.24935259511139593,0.0005110115104519762,549,1385,0.1316769530112447,0.14615162873647233,-0.014474675725227627
iid,rumodernbert,attribute_agreement,mostly_conflict,4505,0.23951165371809102,18,0.7923721671652094,0.7821162173523688,-0.010255949812840615,0.8324072695221619,0.823099190400306,-0.009308079121855939,0.11320754716981132,0.11564927857935627,106,117,-11,-0.00244173140954495,1072,2718,0.2790039768600611,0.2821812955679161,-0.0031773187078548825,947,2262,0.15665845487267394,0.17407654623071908,-0.017418091358045142
iid,rumodernbert,attribute_agreement,mostly_exact,1230,0.28780487804878047,18,0.805694951203017,0.7821881150866051,-0.02350683611641191,0.8131159546312081,0.803530203790074,-0.00958575084113411,0.14390243902439023,0.15040650406504066,30,38,-8,-0.0065040650406504065,359,714,0.3702179449045002,0.3634882822202579,0.0067296626842423355,303,609,0.1896913146015921,0.20440953191827863,-0.014718217316686509
iid,rumodernbert,attribute_agreement,no_common_keys,3061,0.3750408363279974,17,0.7941277542004717,0.774734421014169,-0.019393333186302653,0.8782746398867871,0.8688162211041109,-0.00945841878267617,0.15027768703038222,0.15713819013394315,94,115,-21,-0.006860503103560928,846,1927,0.34895955107253346,0.36421270549049545,-0.015253154417962036,774,1718,0.20564479490591994,0.22884611130411162,-0.02320131639819167
iid,rumodernbert,attribute_count,1-4,499,0.4188376753507014,14,0.8763351091467693,0.8737771385445597,-0.002557970602209525,0.8789533603892237,0.8695130936409032,-0.009440266748320436,0.15831663326653306,0.17835671342685372,11,21,-10,-0.02004008016032064,144,319,0.3730507907910748,0.3821626898121568,-0.009111899021081988,129,285,0.2075208932490747,0.2297834102586957,-0.022262517009621004
iid,rumodernbert,attribute_count,10-19,5751,0.2573465484263606,18,0.773740521157539,0.7772783139370525,0.0035377927795134934,0.8380856917132415,0.8310733481293767,-0.007012343583864822,0.1210224308815858,0.12363067292644757,148,163,-15,-0.0026082420448617634,1374,3545,0.29524532980037366,0.29879819399934004,-0.0035528641989664273,1223,2980,0.1658849358798583,0.184546137168609,-0.0186612012887507
iid,rumodernbert,attribute_count,20-39,2909,0.14884840151254727,18,0.7646356309350949,0.7600882263890354,-0.004547404546059508,0.7071560073118939,0.6912851553841266,-0.01587085192776727,0.09281540048126503,0.09694052939154349,47,59,-12,-0.004125128910278446,577,1516,0.24256400634352138,0.24265464517963795,-9.063883611656365e-05,490,1183,0.12674038551606623,0.13940894378936425,-0.012668558273298023
iid,rumodernbert,attribute_count,40+,166,0.0963855421686747,5,0.7956116264687694,0.7952142857142857,-0.0003973407544837215,0.7031770727762575,0.7272352475278971,0.024058174751639627,0.08433734939759036,0.06626506024096386,4,1,3,0.018072289156626505,34,88,0.16302719084506168,0.16470746955802912,-0.0016802787129674651,29,66,0.10130724373058078,0.10699335316333539,-0.005686109432754603
iid,rumodernbert,attribute_count,5-9,2675,0.3663551401869159,18,0.7849567487774713,0.7618109113182411,-0.023145837459230267,0.873783814852873,0.8648544500274755,-0.008929364825397523,0.14841121495327103,0.15962616822429906,74,104,-30,-0.011214953271028037,793,1634,0.36045597196869444,0.3700137312998235,-0.009557759331129092,702,1460,0.20462667473440632,0.22621235869842293,-0.02158568396401661
iid,rumodernbert,missingness,extreme,6484,0.19818013571869217,18,0.7669087590717129,0.7606985828025812,-0.006210176269131673,0.8101992083007,0.7932724810836177,-0.016926727217082327,0.10009253547193091,0.10333127698951265,126,147,-21,-0.0032387415175817395,1375,3690,0.2520179573727526,0.25756216263445203,-0.005544205261699456,1192,2994,0.1383055191279884,0.15494830613037638,-0.016642787002387978
iid,rumodernbert,missingness,high,1102,0.3502722323049002,15,0.853397042657268,0.8279242965936185,-0.025472746063649465,0.8663724094995565,0.863960134728381,-0.00241227477117556,0.1442831215970962,0.1542649727767695,29,40,-11,-0.009981851179673321,348,651,0.3640077333840969,0.3652083592794129,-0.001200625895315952,301,579,0.20100582030342137,0.21938535854255886,-0.018379538239137492
iid,rumodernbert,missingness,medium,197,0.41624365482233505,11,0.9268279313664484,0.937828405916311,0.011000474549862638,0.8921482846980432,0.8710460621178274,-0.021102222580215768,0.12690355329949238,0.15736040609137056,5,11,-6,-0.030456852791878174,48,136,0.33002853105112034,0.3452701045168589,-0.01524157346573861,42,120,0.17595817511227588,0.20709706200901323,-0.031138886896737373
iid,rumodernbert,missingness,very_high,4205,0.32318668252080857,18,0.7894681110819988,0.7781267492872229,-0.01134136179477585,0.8483064604496043,0.8426139327580625,-0.005692527691541827,0.14768133174791914,0.15410225921521997,123,150,-27,-0.0064209274673008325,1145,2619,0.3511634039005931,0.35382155133554605,-0.0026581474349530094,1032,2275,0.19844279783121344,0.2174050079478952,-0.01896221011668177
iid,rumodernbert,bge_sequence_length,128-255,5139,0.204514496983849,18,0.7672784980116296,0.75520700469238,-0.012071493319249615,0.8078019445248963,0.7941738347816418,-0.013628109743254457,0.10527339949406499,0.1085814360770578,117,134,-17,-0.0033080365829928,1162,3018,0.26518506702107847,0.26739685258074397,-0.002211785559665524,1011,2453,0.14599043982264182,0.16209968336628422,-0.016109243543642418
iid,rumodernbert,bge_sequence_length,256-383,1521,0.17817225509533202,18,0.7450303767108927,0.692742914588903,-0.05228746212198965,0.7716645970746221,0.7563690114982561,-0.015295585576366011,0.10190664036817883,0.10453648915187377,22,26,-4,-0.0026298487836949377,300,795,0.24677477893203786,0.2521527188148128,-0.005377939882774977,266,654,0.1335816956525162,0.14840640369455993,-0.014824708042043713
