split,specialist,slice_type,slice_value,n,positive_rate,ap_category_count,bge_macro_ap,specialist_macro_ap,macro_ap_delta,bge_overall_ap,specialist_overall_ap,overall_ap_delta,bge_binary_error_rate_at_0p5,specialist_binary_error_rate_at_0p5,binary_corrected,binary_regressed,binary_net_correction,binary_net_correction_rate,logloss_specialist_better,logloss_bge_better,bge_logloss,specialist_logloss,logloss_gain,absolute_error_specialist_better,absolute_error_bge_better,bge_mae,specialist_mae,mae_gain
iid,minilm,category,Ювелирные изделия,723,0.13692946058091288,1,0.6800091398500739,0.6777300732861538,-0.0022790665639201846,0.6800091398500739,0.6777300732861538,-0.0022790665639201846,0.09681881051175657,0.10096818810511757,13,16,-3,-0.004149377593360996,357,246,0.251668541478563,0.2489638160241658,0.002704725454397198,297,210,0.14710170429722919,0.14150437185342582,0.00559733244380334
iid,minilm,label,0,8882,0.0,0,,,,,,,0.05809502364332358,0.06079711776626886,139,163,-24,-0.002702094122945283,2933,3255,0.1560662448439276,0.16123522882737484,-0.005168983983447279,2300,2694,0.10444017273840038,0.10815698379330678,-0.0037168110549063976
iid,minilm,label,1,3118,1.0,0,,,,,,,0.3014753046824888,0.2876844130853111,180,137,43,0.013790891597177678,1396,1510,0.7039219957449558,0.6939711393054213,0.00995085643953434,1258,1352,0.34085975514879124,0.3378156918998434,0.0030440632489478815
iid,minilm,bge_score_bin,.01-.025,1694,0.03482880755608028,17,0.11824056596358874,0.19018398680911758,0.07194342084552884,0.050010508028942316,0.09627420137695876,0.046263693348016444,0.03482880755608028,0.03482880755608028,1,1,0,0.0,571,672,0.15736752708181082,0.15114841505108778,0.006219112030723047,260,517,0.050166058805446806,0.05909215628314893,-0.008926097477702127
iid,minilm,bge_score_bin,.025-.05,1324,0.055891238670694864,17,0.09799592890188225,0.20805969207117261,0.11006376316929037,0.06242926953982341,0.1057931509881092,0.04336388144828578,0.055891238670694864,0.05664652567975831,0,1,-1,-0.0007552870090634441,600,564,0.2200264029594031,0.2191452111823745,0.0008811917770285532,481,487,0.08760526996342258,0.09673666449541893,-0.009131394531996358
iid,minilm,bge_score_bin,.05-.10,1144,0.10314685314685315,18,0.16879389127410008,0.2500017482076967,0.08120785693359664,0.11570244043175973,0.17181161960948443,0.056109179177724705,0.10314685314685315,0.1048951048951049,5,7,-2,-0.0017482517482517483,573,495,0.3395126928345529,0.3355828612915089,0.0039298315430439665,505,453,0.15919917838166017,0.17074821796833,-0.011549039586669833
iid,minilm,bge_score_bin,.10-.20,972,0.1831275720164609,18,0.26992023027247636,0.31770324637080344,0.04778301609832708,0.22288845134893648,0.25050416140381976,0.02761571005488328,0.1831275720164609,0.18930041152263374,12,18,-6,-0.006172839506172839,499,442,0.478615124111245,0.4988246204418299,-0.02020949633058482,477,415,0.27273703723716636,0.2797003719350131,-0.006963334697846768
iid,minilm,bge_score_bin,.20-.40,1006,0.3230616302186879,18,0.42806999929914064,0.49422666016502437,0.06615666086588373,0.3832101164041012,0.48353527120746514,0.10032515480336396,0.3230616302186879,0.3071570576540755,91,75,16,0.015904572564612324,590,408,0.6224726223105501,0.6157798293106032,0.0066927929999469876,573,398,0.4190517609150225,0.3916557595614255,0.027396001353596985
iid,minilm,bge_score_bin,.40-.60,696,0.5014367816091954,18,0.6343199067556803,0.6948966087851969,0.060576702029516594,0.6013160102833307,0.6665429603434536,0.06522695006012291,0.41954022988505746,0.3879310344827586,142,120,22,0.031609195402298854,409,278,0.6770044813669878,0.6696460383195675,0.00735844304742023,397,269,0.48873792618684386,0.4434531126974215,0.04528481348942237
iid,minilm,bge_score_bin,.60-.80,692,0.6661849710982659,18,0.7521579471292985,0.7820752504038766,0.02991730327457809,0.7237214948425535,0.7575653309026071,0.03384383606005359,0.3338150289017341,0.33815028901734107,61,64,-3,-0.004335260115606936,389,290,0.6318506353458826,0.639695504640898,-0.007844869295015303,374,280,0.42574637120514247,0.40767547738000837,0.0180708938251341
iid,minilm,bge_score_bin,.80-.90,525,0.8361904761904762,16,0.8639983337273237,0.8808428982557416,0.01684456452841787,0.8369093877144222,0.8804099957384783,0.04350060802405609,0.16380952380952382,0.16952380952380952,6,9,-3,-0.005714285714285714,259,247,0.44538148604405214,0.46368728181366115,-0.01830579576960903,240,233,0.25997196220216295,0.2758463716648874,-0.015874409462724413
iid,minilm,bge_score_bin,.90-.95,495,0.9090909090909091,15,0.9029499180476656,0.917417980080271,0.014468062032605422,0.9057138737181327,0.9158426770612421,0.010128803343109394,0.09090909090909091,0.09696969696969697,1,4,-3,-0.006060606060606061,199,258,0.31176299277154196,0.3315839201390668,-0.019820927367524825,173,238,0.15104148676901152,0.17923877070648503,-0.02819728393747349
iid,minilm,bge_score_bin,.95-.975,345,0.9594202898550724,9,0.9639537339256291,0.9743742310456989,0.01042049712006976,0.9722614639043294,0.9798233627351192,0.007561898830789726,0.04057971014492753,0.043478260869565216,0,1,-1,-0.002898550724637681,96,192,0.16837707553169107,0.1682210610574156,0.00015601447427544642,58,173,0.07376295086266338,0.09726783209952755,-0.023504881236864172
iid,minilm,bge_score_bin,.975-.99,273,0.9706959706959707,4,0.8972213436645626,0.9352860726981653,0.038064729033602696,0.9625930298100814,0.9773948300631907,0.014801800253109287,0.029304029304029304,0.029304029304029304,0,0,0,0.0,25,182,0.1385044798260552,0.13713402387513393,0.0013704559509212897,11,140,0.04618848680139898,0.06296889773218622,-0.016780410930787252
iid,minilm,bge_score_bin,.99-1,43,1.0,0,,,,,,,0.0,0.0,0,0,0,0.0,0,26,0.0074344241955156464,0.01742530864827341,-0.009990884452757764,0,15,0.007405321265375892,0.017201620478962742,-0.009796299213586851
iid,minilm,bge_score_bin,00-.01,2791,0.009315657470440702,12,0.08783464856929428,0.06881339508235605,-0.019021253486938228,0.021346592836019047,0.01830657953111048,-0.0030400133049085683,0.009315657470440702,0.009315657470440702,0,0,0,0.0,119,711,0.05391778114699345,0.05335896426589139,0.000558816881102066,9,428,0.012996170784355873,0.017478634762060477,-0.004482463977704602
iid,minilm,bge_uncertainty,confident,937,0.45570971184631803,18,0.6993355315025878,0.722589156428277,0.023253624925689276,0.6854819920113181,0.7172933009078598,0.03181130889654171,0.27641408751334046,0.30202774813233724,44,68,-24,-0.025613660618996798,530,394,0.5876872940168179,0.6035216426512964,-0.015834348634478516,514,384,0.38534584224796603,0.37733000003968303,0.008015842208282957
iid,minilm,bge_uncertainty,extreme,8109,0.16845480330496979,18,0.7536110755618773,0.7684403994206623,0.014829323858784993,0.8703391500322867,0.8748864630499731,0.004547313017686405,0.04242200024663954,0.04328523862375139,7,14,-7,-0.0008632383771118511,2183,3100,0.16615202514392546,0.16517234191750266,0.0009796832264227376,1497,2451,0.06566882395920921,0.07553472189515337,-0.009865897935944147
iid,minilm,bge_uncertainty,mid,761,0.47174770039421815,18,0.5907994796077818,0.6808730581165238,0.09007357850874198,0.5592378361349813,0.6443472496029752,0.08510941346799383,0.3902759526938239,0.3416557161629435,108,71,37,0.04862023653088042,449,304,0.6738306218265517,0.652620260622475,0.0212103612040768,433,294,0.4666406125730973,0.42386191120706546,0.042778701366031846
iid,minilm,bge_uncertainty,uncertain,352,0.5028409090909091,18,0.7005552455680537,0.7583183468608088,0.05776310129275508,0.6358615247018352,0.6898074188873102,0.05394589418547502,0.35511363636363635,0.3806818181818182,48,57,-9,-0.02556818181818182,204,143,0.659652651632595,0.6645798372660848,-0.004927185633489885,199,138,0.47771441987292335,0.43573246988340875,0.04198194998951459
iid,minilm,bge_uncertainty,very_confident,1497,0.4121576486305945,18,0.7177280952961367,0.7410195057714519,0.023291410475315244,0.7630453435706456,0.7929333383392523,0.029887994768606707,0.17635270541082165,0.18236472945891782,18,27,-9,-0.006012024048096192,758,689,0.46696004062074664,0.4865019064940753,-0.019541865873328783,717,648,0.2682603075154718,0.2783487686338668,-0.01008846111839504
iid,minilm,bge_uncertainty,very_uncertain,344,0.5,18,0.5782152073699259,0.6914710968816326,0.11325588951170662,0.4911987207345543,0.6421834618033216,0.15098474106876736,0.48546511627906974,0.3953488372093023,94,63,31,0.09011627906976744,205,135,0.6947598420254362,0.6748300580022009,0.019929784023235232,198,131,0.500017793112716,0.4513533053443182,0.048664487768397775
iid,minilm,title_similarity,exact_token_set,1168,0.3784246575342466,18,0.8975698628525888,0.878422717557307,-0.01914714529528172,0.9065884179705656,0.9006025669105532,-0.0059858510600123704,0.12756849315068494,0.1267123287671233,31,30,1,0.0008561643835616438,362,548,0.3146149499688098,0.32291016675837814,-0.008295216789568332,305,479,0.1757281934261512,0.18431237937254816,-0.008584185946396969
iid,minilm,title_similarity,high,2037,0.28375061364752086,18,0.8155168846788112,0.8307263534106494,0.01520946873183815,0.8908417489940876,0.889641510692041,-0.00120023830204663,0.09327442317133039,0.09327442317133039,39,39,0,0.0,702,718,0.24850708814879724,0.25192386431701097,-0.0034167761682137613,561,590,0.1349211497999726,0.13624319955254893,-0.0013220497525763338
iid,minilm,title_similarity,low,3321,0.21348991267690454,18,0.7234540870434485,0.714456653757053,-0.008997433286395462,0.7510015116291167,0.745438499546482,-0.005563012082634655,0.13038241493526045,0.13008130081300814,99,98,1,0.00030111412225233364,1245,1346,0.309491121539176,0.3150988710730854,-0.0056077495339093,1024,1142,0.17446026633011624,0.17704687662546198,-0.0025866102953457392
iid,minilm,title_similarity,medium,3276,0.2802197802197802,18,0.7990494758310098,0.8029883025818799,0.003938826750870095,0.8399748378623763,0.8489449164369494,0.008970078574573104,0.12393162393162394,0.12026862026862027,85,73,12,0.003663003663003663,1281,1259,0.31732700903305144,0.3044669356170045,0.012860073416046967,1065,1066,0.1739763621905325,0.170256496646814,0.0037198655437185217
iid,minilm,title_similarity,near_exact,524,0.3187022900763359,16,0.9047975955798377,0.887552746674751,-0.017244848905086707,0.8956112910537309,0.8969000412739186,0.0012887502201877066,0.12786259541984732,0.11259541984732824,20,12,8,0.015267175572519083,203,192,0.2838729638292991,0.2891289981877461,-0.00525603435844702,160,161,0.15665563747369776,0.15606306792283908,0.0005925695508586746
iid,minilm,title_similarity,very_low,1674,0.1816009557945042,18,0.6728843504627979,0.6550240390659553,-0.017860311396842632,0.7021661471953993,0.6797467467706466,-0.022419400424752656,0.1260454002389486,0.12783751493428913,45,48,-3,-0.0017921146953405018,536,702,0.29342726406417796,0.3047698335998256,-0.0113425695356477,443,608,0.16662888751337895,0.17541540795728464,-0.008786520443905675
