split,route_expert,oracle_policy,score_mode,route_budget,pairs,routed_pairs,route_coverage,positive_benefit_pairs,baseline_macro_ap,macro_ap,macro_ap_gain,gain_per_route_coverage,baseline_overall_ap,overall_ap,ap_category_count,routed_minilm,routed_rumodernbert,selection_uses_label
iid,rumodernbert,global_directional,replace,0.1,12000,1200,0.1,3367,0.7822219461825138,0.8428946016464268,0.06067265546391298,0.6067265546391298,0.8366439668804049,0.8797255661559071,18,0,1200,True
iid,rumodernbert,global_directional,replace,0.15,12000,1800,0.15,3367,0.7822219461825138,0.8529398428236747,0.0707178966411609,0.47145264427440603,0.8366439668804049,0.8873940162112025,18,0,1800,True
iid,rumodernbert,global_directional,replace,0.2,12000,2400,0.2,3367,0.7822219461825138,0.8590166809492072,0.0767947347666934,0.38397367383346703,0.8366439668804049,0.8932141747535358,18,0,2400,True
iid,rumodernbert,global_directional,replace,0.3,12000,3367,0.28058333333333335,3367,0.7822219461825138,0.8611150467212192,0.07889310053870535,0.28117529149523734,0.8366439668804049,0.8950013409488681,18,0,3367,True
iid,rumodernbert,global_directional,replace,0.4,12000,3367,0.28058333333333335,3367,0.7822219461825138,0.8611150467212192,0.07889310053870535,0.28117529149523734,0.8366439668804049,0.8950013409488681,18,0,3367,True
iid,rumodernbert,category_balanced_directional,replace,0.05,12000,593,0.049416666666666664,3367,0.7822219461825138,0.8258787735574005,0.04365682737488663,0.8834433870128829,0.8366439668804049,0.8647179450429464,18,0,593,True
iid,rumodernbert,category_balanced_directional,replace,0.1,12000,1192,0.09933333333333333,3367,0.7822219461825138,0.8438180080661271,0.06159606188361322,0.6200945827209384,0.8366439668804049,0.8786397767571845,18,0,1192,True
iid,rumodernbert,category_balanced_directional,replace,0.15,12000,1793,0.14941666666666667,3367,0.7822219461825138,0.852129192520354,0.06990724633784018,0.46786779478755275,0.8366439668804049,0.8851758378786633,18,0,1793,True
iid,rumodernbert,category_balanced_directional,replace,0.2,12000,2383,0.19858333333333333,3367,0.7822219461825138,0.8580860555444793,0.07586410936196541,0.3820265683355371,0.8366439668804049,0.8913543949688297,18,0,2383,True
iid,rumodernbert,category_balanced_directional,replace,0.3,12000,3141,0.26175,3367,0.7822219461825138,0.8609447645751724,0.0787228183926586,0.3007557531715706,0.8366439668804049,0.8948662030239982,18,0,3141,True
iid,rumodernbert,category_balanced_directional,replace,0.4,12000,3339,0.27825,3367,0.7822219461825138,0.8611110558633137,0.07888910968079987,0.28351881286900227,0.8366439668804049,0.8949950260157764,18,0,3339,True
iid,best_expert,global_directional,replace,0.05,12000,600,0.05,6979,0.7822219461825138,0.8327218508913221,0.050499904708808274,1.0099980941761655,0.8366439668804049,0.8717591507723088,18,343,257,True
iid,best_expert,global_directional,replace,0.1,12000,1200,0.1,6979,0.7822219461825138,0.8575543882588283,0.07533244207631451,0.7533244207631451,0.8366439668804049,0.8882271904772892,18,682,518,True
iid,best_expert,global_directional,replace,0.15,12000,1800,0.15,6979,0.7822219461825138,0.8725882684610694,0.09036632227855557,0.6024421485237038,0.8366439668804049,0.8996292928169121,18,1051,749,True
iid,best_expert,global_directional,replace,0.2,12000,2400,0.2,6979,0.7822219461825138,0.8830430779640254,0.10082113178151153,0.5041056589075577,0.8366439668804049,0.9076549000484033,18,1407,993,True
iid,best_expert,global_directional,replace,0.3,12000,3600,0.3,6979,0.7822219461825138,0.8946645613474024,0.11244261516488852,0.37480871721629505,0.8366439668804049,0.9179319311364572,18,2195,1405,True
iid,best_expert,global_directional,replace,0.4,12000,4800,0.4,6979,0.7822219461825138,0.8968012913707641,0.1145793451882503,0.28644836297062576,0.8366439668804049,0.9198704337730489,18,3096,1704,True
iid,best_expert,category_balanced_directional,replace,0.05,12000,593,0.049416666666666664,6979,0.7822219461825138,0.8360581818418666,0.053836235659352805,1.0894347856867348,0.8366439668804049,0.8700240018099351,18,336,257,True
iid,best_expert,category_balanced_directional,replace,0.1,12000,1192,0.09933333333333333,6979,0.7822219461825138,0.858736349917292,0.07651440373477814,0.7702792322293102,0.8366439668804049,0.8861170828908534,18,673,519,True
iid,best_expert,category_balanced_directional,replace,0.15,12000,1793,0.14941666666666667,6979,0.7822219461825138,0.8736261934177719,0.09140424723525808,0.6117406396113201,0.8366439668804049,0.8978485185838301,18,1048,745,True
iid,best_expert,category_balanced_directional,replace,0.2,12000,2391,0.19925,6979,0.7822219461825138,0.8828013902069471,0.1005794440244333,0.5047901833095774,0.8366439668804049,0.9048531265827776,18,1448,943,True
iid,best_expert,category_balanced_directional,replace,0.3,12000,3593,0.29941666666666666,6979,0.7822219461825138,0.89174261089827,0.10952066471575617,0.3657801215110142,0.8366439668804049,0.9144156771486752,18,2266,1327,True
iid,best_expert,category_balanced_directional,replace,0.4,12000,4792,0.3993333333333333,6979,0.7822219461825138,0.8963983762361989,0.11417643005368505,0.2859176044750043,0.8366439668804049,0.9193208337268507,18,3153,1639,True
iid,minilm,global_directional,blend_specialist_25,0.05,12000,600,0.05,5842,0.7822219461825138,0.7960075455842658,0.013785599401751947,0.27571198803503894,0.8366439668804049,0.8458361377234803,18,600,0,True
iid,minilm,global_directional,blend_specialist_25,0.1,12000,1200,0.1,5842,0.7822219461825138,0.8013222263278987,0.019100280145384896,0.19100280145384896,0.8366439668804049,0.8498668464038548,18,1200,0,True
iid,minilm,global_directional,blend_specialist_25,0.15,12000,1800,0.15,5842,0.7822219461825138,0.8048354714889826,0.022613525306468762,0.15075683537645843,0.8366439668804049,0.8524927617640973,18,1800,0,True
iid,minilm,global_directional,blend_specialist_25,0.2,12000,2400,0.2,5842,0.7822219461825138,0.8063599724077883,0.0241380262252745,0.1206901311263725,0.8366439668804049,0.8537568027755287,18,2400,0,True
iid,minilm,global_directional,blend_specialist_25,0.3,12000,3600,0.3,5842,0.7822219461825138,0.8081484421484152,0.025926495965901353,0.08642165321967119,0.8366439668804049,0.8554733614983513,18,3600,0,True
iid,minilm,global_directional,blend_specialist_25,0.4,12000,4800,0.4,5842,0.7822219461825138,0.8084076898171607,0.026185743634646874,0.06546435908661719,0.8366439668804049,0.855800660546294,18,4800,0,True
iid,minilm,category_balanced_directional,blend_specialist_25,0.05,12000,593,0.049416666666666664,5842,0.7822219461825138,0.7970464480231324,0.014824501840618565,0.29998991920307383,0.8366439668804049,0.8455646479748232,18,593,0,True
iid,minilm,category_balanced_directional,blend_specialist_25,0.1,12000,1192,0.09933333333333333,5842,0.7822219461825138,0.8017618947011109,0.019539948518597083,0.19671089112681628,0.8366439668804049,0.849067801358023,18,1192,0,True
iid,minilm,category_balanced_directional,blend_specialist_25,0.15,12000,1793,0.14941666666666667,5842,0.7822219461825138,0.8047021295505701,0.02248018336805624,0.15045298405837973,0.8366439668804049,0.8516598618882724,18,1793,0,True
iid,minilm,category_balanced_directional,blend_specialist_25,0.2,12000,2391,0.19925,5842,0.7822219461825138,0.8061510250148699,0.023929078832356065,0.12009575323641689,0.8366439668804049,0.8532817358908021,18,2391,0,True
iid,minilm,category_balanced_directional,blend_specialist_25,0.3,12000,3593,0.29941666666666666,5842,0.7822219461825138,0.8078948521289646,0.025672905946450775,0.08574307580222915,0.8366439668804049,0.8551423499084798,18,3593,0,True
iid,minilm,category_balanced_directional,blend_specialist_25,0.4,12000,4723,0.39358333333333334,5842,0.7822219461825138,0.8083549635872602,0.026133017404746384,0.06639767284712188,0.8366439668804049,0.8557398810363415,18,4723,0,True
iid,rumodernbert,global_directional,blend_specialist_25,0.05,12000,600,0.05,3367,0.7822219461825138,0.7971843629728073,0.01496241679029342,0.2992483358058684,0.8366439668804049,0.8471994415535589,18,0,600,True
iid,rumodernbert,global_directional,blend_specialist_25,0.1,12000,1200,0.1,3367,0.7822219461825138,0.8028692969432433,0.020647350760729433,0.20647350760729433,0.8366439668804049,0.8514379693264988,18,0,1200,True
iid,rumodernbert,global_directional,blend_specialist_25,0.15,12000,1800,0.15,3367,0.7822219461825138,0.8057859428394214,0.02356399665690756,0.1570933110460504,0.8366439668804049,0.8537723193604337,18,0,1800,True
iid,rumodernbert,global_directional,blend_specialist_25,0.2,12000,2400,0.2,3367,0.7822219461825138,0.8077428394562323,0.025520893273718426,0.12760446636859213,0.8366439668804049,0.8559100702419933,18,0,2400,True
iid,rumodernbert,global_directional,blend_specialist_25,0.3,12000,3367,0.28058333333333335,3367,0.7822219461825138,0.8085035331916992,0.02628158700918537,0.09366766976840642,0.8366439668804049,0.8564485989382897,18,0,3367,True
iid,rumodernbert,global_directional,blend_specialist_25,0.4,12000,3367,0.28058333333333335,3367,0.7822219461825138,0.8085035331916992,0.02628158700918537,0.09366766976840642,0.8366439668804049,0.8564485989382897,18,0,3367,True
iid,rumodernbert,category_balanced_directional,blend_specialist_25,0.05,12000,593,0.049416666666666664,3367,0.7822219461825138,0.7971261331957709,0.01490418701325702,0.30160243534415554,0.8366439668804049,0.8464504843275673,18,0,593,True
iid,rumodernbert,category_balanced_directional,blend_specialist_25,0.1,12000,1192,0.09933333333333333,3367,0.7822219461825138,0.8031069077872794,0.020884961604765606,0.21025129132314369,0.8366439668804049,0.8510876531894447,18,0,1192,True
iid,rumodernbert,category_balanced_directional,blend_specialist_25,0.15,12000,1793,0.14941666666666667,3367,0.7822219461825138,0.8055549563295934,0.023333010147079558,0.15616069256271872,0.8366439668804049,0.853087990690296,18,0,1793,True
iid,rumodernbert,category_balanced_directional,blend_specialist_25,0.2,12000,2383,0.19858333333333333,3367,0.7822219461825138,0.8074712989322218,0.025249352749707965,0.12714739110218026,0.8366439668804049,0.8552905717894064,18,0,2383,True
iid,rumodernbert,category_balanced_directional,blend_specialist_25,0.3,12000,3141,0.26175,3367,0.7822219461825138,0.8084701745847784,0.026248228402264595,0.10027976466958777,0.8366439668804049,0.8564074244040621,18,0,3141,True
iid,rumodernbert,category_balanced_directional,blend_specialist_25,0.4,12000,3339,0.27825,3367,0.7822219461825138,0.8085027903207398,0.026280844138225956,0.09445047309335473,0.8366439668804049,0.8564473487596463,18,0,3339,True
iid,best_expert,global_directional,blend_specialist_25,0.05,12000,600,0.05,6979,0.7822219461825138,0.8004338351607789,0.01821188897826509,0.3642377795653018,0.8366439668804049,0.8491653253924171,18,343,257,True
iid,best_expert,global_directional,blend_specialist_25,0.1,12000,1200,0.1,6979,0.7822219461825138,0.808763226203998,0.026541280021484148,0.2654128002148415,0.8366439668804049,0.8548545169565501,18,682,518,True
iid,best_expert,global_directional,blend_specialist_25,0.15,12000,1800,0.15,6979,0.7822219461825138,0.8136873972991058,0.031465451116591936,0.20976967411061292,0.8366439668804049,0.8588017026944117,18,1051,749,True
iid,best_expert,global_directional,blend_specialist_25,0.2,12000,2400,0.2,6979,0.7822219461825138,0.816853167850332,0.03463122166781818,0.1731561083390909,0.8366439668804049,0.861547524392985,18,1407,993,True
iid,best_expert,global_directional,blend_specialist_25,0.3,12000,3600,0.3,6979,0.7822219461825138,0.8207824822972793,0.03856053611476551,0.12853512038255172,0.8366439668804049,0.8651501952538379,18,2195,1405,True
iid,best_expert,global_directional,blend_specialist_25,0.4,12000,4800,0.4,6979,0.7822219461825138,0.8215341492638882,0.0393122030813744,0.098280507703436,0.8366439668804049,0.865810990849777,18,3096,1704,True
iid,best_expert,category_balanced_directional,blend_specialist_25,0.05,12000,593,0.049416666666666664,6979,0.7822219461825138,0.8016522817594557,0.01943033557694185,0.3931939745755518,0.8366439668804049,0.8484887665636776,18,336,257,True
iid,best_expert,category_balanced_directional,blend_specialist_25,0.1,12000,1192,0.09933333333333333,6979,0.7822219461825138,0.8092268511838145,0.027004905001300705,0.271861459744638,0.8366439668804049,0.8540421787308764,18,673,519,True
iid,best_expert,category_balanced_directional,blend_specialist_25,0.15,12000,1793,0.14941666666666667,6979,0.7822219461825138,0.8138906290382146,0.03166868285570079,0.21194879769571082,0.8366439668804049,0.8581117321179087,18,1048,745,True
iid,best_expert,category_balanced_directional,blend_specialist_25,0.2,12000,2391,0.19925,6979,0.7822219461825138,0.8166867837996499,0.034464837617136035,0.17297283622151083,0.8366439668804049,0.8603756881623015,18,1448,943,True
iid,best_expert,category_balanced_directional,blend_specialist_25,0.3,12000,3593,0.29941666666666666,6979,0.7822219461825138,0.8196778975037025,0.03745595132118862,0.1250964140980416,0.8366439668804049,0.8638412370109053,18,2266,1327,True
iid,best_expert,category_balanced_directional,blend_specialist_25,0.4,12000,4792,0.3993333333333333,6979,0.7822219461825138,0.821396283152638,0.03917433697012418,0.09809934132752299,0.8366439668804049,0.8656206891747972,18,3153,1639,True
iid,minilm,global_directional,blend_50_50,0.05,12000,600,0.05,5842,0.7822219461825138,0.806798616458389,0.02457667027587518,0.4915334055175036,0.8366439668804049,0.8530627325775215,18,600,0,True
iid,minilm,global_directional,blend_50_50,0.1,12000,1200,0.1,5842,0.7822219461825138,0.8167802307255652,0.03455828454305132,0.3455828454305132,0.8366439668804049,0.8602655201044039,18,1200,0,True
iid,minilm,global_directional,blend_50_50,0.15,12000,1800,0.15,5842,0.7822219461825138,0.8228520230196845,0.04063007683717068,0.2708671789144712,0.8366439668804049,0.8649163584836942,18,1800,0,True
iid,minilm,global_directional,blend_50_50,0.2,12000,2400,0.2,5842,0.7822219461825138,0.82570456377475,0.04348261759223615,0.21741308796118075,0.8366439668804049,0.867312479012612,18,2400,0,True
iid,minilm,global_directional,blend_50_50,0.3,12000,3600,0.3,5842,0.7822219461825138,0.8288774332073969,0.04665548702488309,0.15551829008294366,0.8366439668804049,0.8703576316757454,18,3600,0,True
iid,minilm,global_directional,blend_50_50,0.4,12000,4800,0.4,5842,0.7822219461825138,0.8293857507784117,0.04716380459589786,0.11790951148974466,0.8366439668804049,0.8709395299354802,18,4800,0,True
iid,minilm,category_balanced_directional,blend_50_50,0.05,12000,593,0.049416666666666664,5842,0.7822219461825138,0.8085057868743912,0.02628384069187739,0.5318821050632861,0.8366439668804049,0.8524470889881715,18,593,0,True
iid,minilm,category_balanced_directional,blend_50_50,0.1,12000,1192,0.09933333333333333,5842,0.7822219461825138,0.8172667084096159,0.035044762227102066,0.3527996197359269,0.8366439668804049,0.8588895861932426,18,1192,0,True
iid,minilm,category_balanced_directional,blend_50_50,0.15,12000,1793,0.14941666666666667,5842,0.7822219461825138,0.8228299063653904,0.0406079601828766,0.2717766437225428,0.8366439668804049,0.863621396447249,18,1793,0,True
iid,minilm,category_balanced_directional,blend_50_50,0.2,12000,2391,0.19925,5842,0.7822219461825138,0.8253628091093149,0.04314086292680108,0.21651625057365662,0.8366439668804049,0.8664315335824676,18,2391,0,True
iid,minilm,category_balanced_directional,blend_50_50,0.3,12000,3593,0.29941666666666666,5842,0.7822219461825138,0.828281417687282,0.04605947150476819,0.15383068690710222,0.8366439668804049,0.8697466126165747,18,3593,0,True
iid,minilm,category_balanced_directional,blend_50_50,0.4,12000,4723,0.39358333333333334,5842,0.7822219461825138,0.8292634834997736,0.047041537317259796,0.11952116193248308,0.8366439668804049,0.8708255633488199,18,4723,0,True
iid,rumodernbert,global_directional,blend_50_50,0.05,12000,600,0.05,3367,0.7822219461825138,0.8080575933992031,0.025835647216689295,0.5167129443337859,0.8366439668804049,0.8549853754711753,18,0,600,True
iid,rumodernbert,global_directional,blend_50_50,0.1,12000,1200,0.1,3367,0.7822219461825138,0.8184217390356112,0.03619979285309738,0.3619979285309738,0.8366439668804049,0.8626440633065154,18,0,1200,True
iid,rumodernbert,global_directional,blend_50_50,0.15,12000,1800,0.15,3367,0.7822219461825138,0.823891166580854,0.0416692203983402,0.27779480265560136,0.8366439668804049,0.8669656156539749,18,0,1800,True
iid,rumodernbert,global_directional,blend_50_50,0.2,12000,2400,0.2,3367,0.7822219461825138,0.8273735395054829,0.04515159332296903,0.22575796661484515,0.8366439668804049,0.8705257540301294,18,0,2400,True
iid,rumodernbert,global_directional,blend_50_50,0.3,12000,3367,0.28058333333333335,3367,0.7822219461825138,0.8286903657806313,0.04646841959811743,0.16561361306130357,0.8366439668804049,0.8715159142301935,18,0,3367,True
iid,rumodernbert,global_directional,blend_50_50,0.4,12000,3367,0.28058333333333335,3367,0.7822219461825138,0.8286903657806313,0.04646841959811743,0.16561361306130357,0.8366439668804049,0.8715159142301935,18,0,3367,True
iid,rumodernbert,category_balanced_directional,blend_50_50,0.05,12000,593,0.049416666666666664,3367,0.7822219461825138,0.808311609984572,0.026089663802058127,0.5279527244935878,0.8366439668804049,0.8536923956708043,18,0,593,True
iid,rumodernbert,category_balanced_directional,blend_50_50,0.1,12000,1192,0.09933333333333333,3367,0.7822219461825138,0.8189666265837292,0.03674468040121537,0.36991288994512117,0.8366439668804049,0.861993396565751,18,0,1192,True
iid,rumodernbert,category_balanced_directional,blend_50_50,0.15,12000,1793,0.14941666666666667,3367,0.7822219461825138,0.823531673687285,0.04130972750477113,0.276473357533326,0.8366439668804049,0.8656942020809733,18,0,1793,True
iid,rumodernbert,category_balanced_directional,blend_50_50,0.2,12000,2383,0.19858333333333333,3367,0.7822219461825138,0.8269522525806272,0.04473030639811337,0.22524703179914413,0.8366439668804049,0.8694306939111505,18,0,2383,True
iid,rumodernbert,category_balanced_directional,blend_50_50,0.3,12000,3141,0.26175,3367,0.7822219461825138,0.8286163742462217,0.04639442806370786,0.1772470986197053,0.8366439668804049,0.8714379598822907,18,0,3141,True
iid,rumodernbert,category_balanced_directional,blend_50_50,0.4,12000,3339,0.27825,3367,0.7822219461825138,0.8286879807623586,0.04646603457984477,0.16699383496799558,0.8366439668804049,0.871511762853432,18,0,3339,True
iid,best_expert,global_directional,blend_50_50,0.05,12000,600,0.05,6979,0.7822219461825138,0.8138902724475077,0.03166832626499383,0.6333665252998766,0.8366439668804049,0.8585418267896059,18,343,257,True
iid,best_expert,global_directional,blend_50_50,0.1,12000,1200,0.1,6979,0.7822219461825138,0.8289757812337429,0.0467538350512291,0.467538350512291,0.8366439668804049,0.8686545278143688,18,682,518,True
iid,best_expert,global_directional,blend_50_50,0.15,12000,1800,0.15,6979,0.7822219461825138,0.8378905486208461,0.05566860243833227,0.3711240162555485,0.8366439668804049,0.8756124663308809,18,1051,749,True
iid,best_expert,global_directional,blend_50_50,0.2,12000,2400,0.2,6979,0.7822219461825138,0.8437719915372944,0.06155004535478059,0.30775022677390296,0.8366439668804049,0.8803907606971948,18,1407,993,True
iid,best_expert,global_directional,blend_50_50,0.3,12000,3600,0.3,6979,0.7822219461825138,0.8505720911904706,0.06835014500795678,0.22783381669318925,0.8366439668804049,0.8865939862596393,18,2195,1405,True
iid,best_expert,global_directional,blend_50_50,0.4,12000,4800,0.4,6979,0.7822219461825138,0.8517824415801892,0.06956049539767539,0.17390123849418848,0.8366439668804049,0.8877754908588205,18,3096,1704,True
iid,best_expert,category_balanced_directional,blend_50_50,0.05,12000,593,0.049416666666666664,6979,0.7822219461825138,0.8159163224481356,0.03369437626562177,0.6818423527613175,0.8366439668804049,0.8573275205435308,18,336,257,True
iid,best_expert,category_balanced_directional,blend_50_50,0.1,12000,1192,0.09933333333333333,6979,0.7822219461825138,0.8296672273109669,0.04744528112845303,0.4776370583401312,0.8366439668804049,0.8672433271438377,18,673,519,True
iid,best_expert,category_balanced_directional,blend_50_50,0.15,12000,1793,0.14941666666666667,6979,0.7822219461825138,0.8383704147436644,0.05614846856115052,0.37578450793854223,0.8366439668804049,0.8744026862041093,18,1048,745,True
iid,best_expert,category_balanced_directional,blend_50_50,0.2,12000,2391,0.19925,6979,0.7822219461825138,0.8435098800173545,0.06128793383484066,0.30759314346218647,0.8366439668804049,0.8785052127675897,18,1448,943,True
iid,best_expert,category_balanced_directional,blend_50_50,0.3,12000,3593,0.29941666666666666,6979,0.7822219461825138,0.8486582870807546,0.0664363408982408,0.22188591449454204,0.8366439668804049,0.8843672922319511,18,2266,1327,True
iid,best_expert,category_balanced_directional,blend_50_50,0.4,12000,4792,0.3993333333333333,6979,0.7822219461825138,0.8515132937897619,0.06929134760724809,0.17351756495971976,0.8366439668804049,0.8874150719289442,18,3153,1639,True
iid,minilm,global_directional,blend_specialist_75,0.05,12000,600,0.05,5842,0.7822219461825138,0.8153645901070723,0.03314264392455846,0.6628528784911691,0.8366439668804049,0.8588990291220769,18,600,0,True
iid,minilm,global_directional,blend_specialist_75,0.1,12000,1200,0.1,5842,0.7822219461825138,0.8294918760575278,0.047269929875013994,0.47269929875013994,0.8366439668804049,0.8687428539716543,18,1200,0,True
iid,minilm,global_directional,blend_specialist_75,0.15,12000,1800,0.15,5842,0.7822219461825138,0.8379320876491749,0.05571014146666109,0.37140094311107397,0.8366439668804049,0.8751867898508238,18,1800,0,True
iid,minilm,global_directional,blend_specialist_75,0.2,12000,2400,0.2,5842,0.7822219461825138,0.8422596410238181,0.06003769484130428,0.3001884742065214,0.8366439668804049,0.8785735745254653,18,2400,0,True
iid,minilm,global_directional,blend_specialist_75,0.3,12000,3600,0.3,5842,0.7822219461825138,0.846664322211939,0.06444237602942515,0.21480792009808386,0.8366439668804049,0.8826942178008941,18,3600,0,True
iid,minilm,global_directional,blend_specialist_75,0.4,12000,4800,0.4,5842,0.7822219461825138,0.8474643637218632,0.06524241753934934,0.16310604384837335,0.8366439668804049,0.883523762312314,18,4800,0,True
iid,minilm,category_balanced_directional,blend_specialist_75,0.05,12000,593,0.049416666666666664,5842,0.7822219461825138,0.8176809657943492,0.035459019611835396,0.7175518302563656,0.8366439668804049,0.8580295830631354,18,593,0,True
iid,minilm,category_balanced_directional,blend_specialist_75,0.1,12000,1192,0.09933333333333333,5842,0.7822219461825138,0.8301051129072391,0.04788316672472526,0.4820453025979053,0.8366439668804049,0.8669418733623308,18,1192,0,True
iid,minilm,category_balanced_directional,blend_specialist_75,0.15,12000,1793,0.14941666666666667,5842,0.7822219461825138,0.8383120658684535,0.05609011968593969,0.3753939967826415,0.8366439668804049,0.8735240101836289,18,1793,0,True
iid,minilm,category_balanced_directional,blend_specialist_75,0.2,12000,2391,0.19925,5842,0.7822219461825138,0.8418811188743843,0.05965917269187049,0.299418683522562,0.8366439668804049,0.8773553142163769,18,2391,0,True
iid,minilm,category_balanced_directional,blend_specialist_75,0.3,12000,3593,0.29941666666666666,5842,0.7822219461825138,0.8459605637544542,0.06373861757194033,0.21287598409776898,0.8366439668804049,0.8818244622685552,18,3593,0,True
iid,minilm,category_balanced_directional,blend_specialist_75,0.4,12000,4723,0.39358333333333334,5842,0.7822219461825138,0.8473065991989327,0.06508465301641886,0.165364352360158,0.8366439668804049,0.8833625768179774,18,4723,0,True
iid,rumodernbert,global_directional,blend_specialist_75,0.05,12000,600,0.05,3367,0.7822219461825138,0.8174068201130766,0.0351848739305628,0.703697478611256,0.8366439668804049,0.8613717222913695,18,0,600,True
iid,rumodernbert,global_directional,blend_specialist_75,0.1,12000,1200,0.1,3367,0.7822219461825138,0.832124086422122,0.04990214023960815,0.4990214023960815,0.8366439668804049,0.8718678496250593,18,0,1200,True
iid,rumodernbert,global_directional,blend_specialist_75,0.15,12000,1800,0.15,3367,0.7822219461825138,0.8398709554451357,0.05764900926262184,0.38432672841747895,0.8366439668804049,0.8779363200063466,18,0,1800,True
iid,rumodernbert,global_directional,blend_specialist_75,0.2,12000,2400,0.2,3367,0.7822219461825138,0.8447131611566026,0.062491214974088716,0.3124560748704436,0.8366439668804049,0.8827159391246181,18,0,2400,True
iid,rumodernbert,global_directional,blend_specialist_75,0.3,12000,3367,0.28058333333333335,3367,0.7822219461825138,0.8463243410709835,0.0641023948884697,0.22846116384366982,0.8366439668804049,0.8841101197213153,18,0,3367,True
iid,rumodernbert,global_directional,blend_specialist_75,0.4,12000,3367,0.28058333333333335,3367,0.7822219461825138,0.8463243410709835,0.0641023948884697,0.22846116384366982,0.8366439668804049,0.8841101197213153,18,0,3367,True
iid,rumodernbert,category_balanced_directional,blend_specialist_75,0.05,12000,593,0.049416666666666664,3367,0.7822219461825138,0.8181333811250711,0.03591143494255722,0.726706946561023,0.8366439668804049,0.8596311980341146,18,0,593,True
iid,rumodernbert,category_balanced_directional,blend_specialist_75,0.1,12000,1192,0.09933333333333333,3367,0.7822219461825138,0.832657231874268,0.05043528569175415,0.5077377754203438,0.8366439668804049,0.8709537898318951,18,0,1192,True
iid,rumodernbert,category_balanced_directional,blend_specialist_75,0.15,12000,1793,0.14941666666666667,3367,0.7822219461825138,0.8391352169016592,0.056913270719145315,0.38090309460666133,0.8366439668804049,0.8761609589204867,18,0,1793,True
iid,rumodernbert,category_balanced_directional,blend_specialist_75,0.2,12000,2383,0.19858333333333333,3367,0.7822219461825138,0.8439559520039465,0.061734005821432625,0.3108720393861483,0.8366439668804049,0.881208820915645,18,0,2383,True
iid,rumodernbert,category_balanced_directional,blend_specialist_75,0.3,12000,3141,0.26175,3367,0.7822219461825138,0.846194620999917,0.06397267481740321,0.2444037242307668,0.8366439668804049,0.8840074736875811,18,0,3141,True
iid,rumodernbert,category_balanced_directional,blend_specialist_75,0.4,12000,3339,0.27825,3367,0.7822219461825138,0.8463198637111181,0.06409791752860428,0.23036088959067125,0.8366439668804049,0.8841053227311108,18,0,3339,True
iid,best_expert,global_directional,blend_specialist_75,0.05,12000,600,0.05,6979,0.7822219461825138,0.8246549924872042,0.04243304630469036,0.8486609260938072,0.8366439668804049,0.8658422315559937,18,343,257,True
iid,best_expert,global_directional,blend_specialist_75,0.1,12000,1200,0.1,6979,0.7822219461825138,0.8456258994466807,0.06340395326416681,0.6340395326416681,0.8366439668804049,0.8794562236843061,18,682,518,True
iid,best_expert,global_directional,blend_specialist_75,0.15,12000,1800,0.15,6979,0.7822219461825138,0.8575729591352729,0.07535101295275903,0.5023400863517269,0.8366439668804049,0.8888473159441032,18,1051,749,True
iid,best_expert,global_directional,blend_specialist_75,0.2,12000,2400,0.2,6979,0.7822219461825138,0.8658107754430173,0.08358882926050348,0.4179441463025174,0.8366439668804049,0.8953772303115088,18,1407,993,True
iid,best_expert,global_directional,blend_specialist_75,0.3,12000,3600,0.3,6979,0.7822219461825138,0.875217996508818,0.0929960503263042,0.30998683442101405,0.8366439668804049,0.9037745148121221,18,2195,1405,True
iid,best_expert,global_directional,blend_specialist_75,0.4,12000,4800,0.4,6979,0.7822219461825138,0.8769410504988265,0.0947191043163127,0.23679776079078174,0.8366439668804049,0.9053660294217369,18,3096,1704,True
iid,best_expert,category_balanced_directional,blend_specialist_75,0.05,12000,593,0.049416666666666664,6979,0.7822219461825138,0.8274844858623847,0.04526253967987082,0.9159367220209946,0.8366439668804049,0.8642681296326562,18,336,257,True
iid,best_expert,category_balanced_directional,blend_specialist_75,0.1,12000,1192,0.09933333333333333,6979,0.7822219461825138,0.8462962881265588,0.06407434194404493,0.6450437108460899,0.8366439668804049,0.8776418922920051,18,673,519,True
iid,best_expert,category_balanced_directional,blend_specialist_75,0.15,12000,1793,0.14941666666666667,6979,0.7822219461825138,0.8582711202758547,0.07604917409334089,0.5089738366537037,0.8366439668804049,0.88728233105102,18,1048,745,True
iid,best_expert,category_balanced_directional,blend_specialist_75,0.2,12000,2391,0.19925,6979,0.7822219461825138,0.8655026930345195,0.0832807468520057,0.4179711259824627,0.8366439668804049,0.8929566591208954,18,1448,943,True
iid,best_expert,category_balanced_directional,blend_specialist_75,0.3,12000,3593,0.29941666666666666,6979,0.7822219461825138,0.8727071579047195,0.0904852117222057,0.3022049932275169,0.8366439668804049,0.9008215757785577,18,2266,1327,True
iid,best_expert,category_balanced_directional,blend_specialist_75,0.4,12000,4792,0.3993333333333333,6979,0.7822219461825138,0.8766250122910895,0.09440306610857563,0.23640166805152496,0.8366439668804049,0.9048984412891787,18,3153,1639,True
iid,minilm,global_directional,mean_normalized_rank,0.05,12000,600,0.05,6039,0.7822219461825138,0.7892380762226425,0.0070161300401286875,0.14032260080257375,0.8366439668804049,0.8413814511619262,18,600,0,True
