level,signature,scope_category,concept,relation,all_pair_support,all_label0,all_label1,all_singleton_support,all_singleton_label0,all_singleton_label1,all_example_pair_ids,all_example_value_pairs,all_baseline_singletons,all_baseline_label0,all_baseline_label1,all_singleton_p0,all_singleton_p1,all_baseline_p0,all_baseline_p1,all_singleton_p0_lcb95,all_singleton_p0_ucb95,all_singleton_p1_lcb95,all_singleton_p1_ucb95,all_p_value_label0,all_p_value_label1,all_q_value_label0,all_q_value_label1,discovery_pair_support,discovery_label0,discovery_label1,discovery_singleton_support,discovery_singleton_label0,discovery_singleton_label1,discovery_example_pair_ids,discovery_example_value_pairs,discovery_baseline_singletons,discovery_baseline_label0,discovery_baseline_label1,discovery_singleton_p0,discovery_singleton_p1,discovery_baseline_p0,discovery_baseline_p1,discovery_singleton_p0_lcb95,discovery_singleton_p0_ucb95,discovery_singleton_p1_lcb95,discovery_singleton_p1_ucb95,discovery_p_value_label0,discovery_p_value_label1,discovery_q_value_label0,discovery_q_value_label1,validation_pair_support,validation_label0,validation_label1,validation_singleton_support,validation_singleton_label0,validation_singleton_label1,validation_example_pair_ids,validation_example_value_pairs,validation_baseline_singletons,validation_baseline_label0,validation_baseline_label1,validation_singleton_p0,validation_singleton_p1,validation_baseline_p0,validation_baseline_p1,validation_singleton_p0_lcb95,validation_singleton_p0_ucb95,validation_singleton_p1_lcb95,validation_singleton_p1_ucb95,validation_p_value_label0,validation_p_value_label1,validation_q_value_label0,validation_q_value_label1,direct_singleton_candidate,repeated_singleton_candidate,discovery_rule_target,validated_rule_target,rule_description_ru
category_concept,"[""Аптека"",""optical_power"",""different_value""]",Аптека,optical_power,different_value,6588,6575,13,301,301,0,rp_74cd0be132fadd0f21dad35e;rp_e685f396514d9431b6af86ba;rp_f29d5c7c2fb8b8086ff942c9,"+3.25 | -0,75 | -1.50",1005,703,302,1.0,0.0,0.699502487562189,0.3004975124378109,0.9873985026985662,1.0000000000000002,0.0,0.012601497301433819,1.1722625865290804e-58,1.0,6.423764521662055e-54,1.0,5339,5326,13,254,254,0,rp_74cd0be132fadd0f21dad35e;rp_e685f396514d9431b6af86ba;rp_acbf9bd1b51bd03664b05a84,"+3.25 | -0,75 | -2.75",827,586,241,1.0,0.0,0.7085852478839177,0.2914147521160822,0.9851014695686875,1.0000000000000002,0.0,0.01489853043131252,4.5643365086369327e-48,1.0,2.334133225469298e-43,1.0,1249,1249,0,47,47,0,rp_f29d5c7c2fb8b8086ff942c9;rp_109955330cd81ab31a682e1e;rp_6d08d151cb9a84cabda88022,-1.50 | -3.00 | +1.50,178,117,61,1.0,0.0,0.6573033707865169,0.34269662921348315,0.9244423958360036,1.0,-6.4146077049798385e-18,0.07555760416399632,4.502950365279411e-11,1.0,6.499058229425937e-07,1.0,True,True,0,0,В категории Аптека различие по optical_power (different_value) связано с меткой 0.
category_concept,"[""Спорт и отдых"",""color_code"",""different_value""]",Спорт и отдых,color_code,different_value,495,480,15,81,80,1,rp_08c1e109c05d074e14fe1ed7;rp_b89d186bf84bf1114df833d5;rp_fed44a7cc1e28728e5c4991f,305 | 005 | 10,3153,2154,999,0.9876543209876543,0.012345679012345678,0.6831588962892483,0.3168411037107517,0.9333311840195164,0.9978173499414612,0.002182650058538772,0.06666881598048346,9.70662000236712e-13,0.9999999999999758,1.2597711226335318e-08,1.0,388,375,13,63,62,1,rp_08c1e109c05d074e14fe1ed7;rp_fed44a7cc1e28728e5c4991f;rp_27d544a5ec1341231007227f,305 | 10 | 12,2483,1700,783,0.9841269841269841,0.015873015873015872,0.684655658477648,0.31534434152235197,0.915414745405616,0.9971925057861308,0.0028074942138692767,0.08458525459438397,9.269650124496521e-10,0.9999999999702088,1.024942708954736e-05,1.0,107,105,2,18,18,0,rp_b89d186bf84bf1114df833d5;rp_bfe4f871a7f98fdd656d10b7;rp_0067233dcb315cb36eb86f12,005 | цвет 4 | m37,670,454,216,1.0,0.0,0.6776119402985075,0.32238805970149254,0.8241207763533424,1.0,0.0,0.17587922364665765,0.0008117676912814259,1.0,1.0,1.0,True,True,0,0,В категории Спорт и отдых различие по color_code (different_value) связано с меткой 0.
global_concept,"[""__ALL__"",""optical_power"",""different_value""]",__ALL__,optical_power,different_value,6604,6588,16,301,301,0,rp_74cd0be132fadd0f21dad35e;rp_e685f396514d9431b6af86ba;rp_f29d5c7c2fb8b8086ff942c9,"+3.25 | -0,75 | -1.50",43131,26482,16649,1.0,0.0,0.6139899376318657,0.3860100623681343,0.9873985026985662,1.0000000000000002,0.0,0.012601497301433819,8.891232932899024e-65,1.0,6.264280057590009e-60,1.0,5354,5338,16,254,254,0,rp_74cd0be132fadd0f21dad35e;rp_e685f396514d9431b6af86ba;rp_acbf9bd1b51bd03664b05a84,"+3.25 | -0,75 | -2.75",34545,21240,13305,1.0,0.0,0.6148501953973079,0.38514980460269216,0.9851014695686875,1.0000000000000002,0.0,0.01489853043131252,1.2380312373769813e-54,1.0,7.23554976372603e-50,1.0,1250,1250,0,47,47,0,rp_f29d5c7c2fb8b8086ff942c9;rp_109955330cd81ab31a682e1e;rp_6d08d151cb9a84cabda88022,-1.50 | -3.00 | +1.50,8586,5242,3344,1.0,0.0,0.6105287677614721,0.3894712322385278,0.9244423958360036,1.0,-6.4146077049798385e-18,0.07555760416399632,7.818802614169642e-11,1.0,1.0156311843701798e-06,1.0,True,True,0,0,Глобально различие по optical_power (different_value) связано с меткой 0.
