coverage,method,mini_weight,oof_macro_ap,oof_delta_vs_bge,oof_delta_vs_full_oneway
0.2,uncertainty,0.5,0.7848287893893514,0.00543230697185626,-0.004726608971745705
0.4,score_title,0.5,0.787916747346173,0.008520264928677856,-0.0016386510149241085
0.6,score_title,0.5,0.7891427495259979,0.009746267108502793,-0.00041264883509917194
